,pruning threshold,stopping probability,feature drop rate,lapse rate,active scaling constant,center weight,unconnected 2-in-a-row weight,3-in-a-row weight,4-in-a-row weight,log-likelihood,model,experiment,participant,cross-validation group,session number,time limit
846,5.8532,0.001,0.20473,0.032037,0.60769,0.86704,-0.1722,2.5453,15.207,1.8253499999999998,No connected 2-in-a-row,learning,16,2,5.0,
847,4.9993,0.001,0.40014,0.01,0.9501,0.90004,-0.67552,3.5005,15.002,1.56161,No connected 2-in-a-row,learning,16,3,5.0,
848,4.9953,0.001,0.18777,0.020001,0.99995,0.80012,-1.0436,2.1288,6.203,1.9014600000000002,No connected 2-in-a-row,learning,16,4,5.0,
849,6.804,0.001,0.26306,0.024398,0.45142,0.90352,-1.2531,3.7631,5.5041,2.1045000000000003,No connected 2-in-a-row,learning,16,5,5.0,
850,7.0,0.001,0.21303,0.04,1.1667,1.6,0.0,2.5,12.245,1.25034,No connected 2-in-a-row,learning,17,1,1.0,
851,7.2783,0.001,0.18349,0.020841,1.0361,1.0218,0.27269,3.4054,15.33,1.3100399999999999,No connected 2-in-a-row,learning,17,2,1.0,
852,8.6798,0.0014444,0.20529,0.02,1.1667,1.7894,0.16131,3.5,20.0,1.6834500000000001,No connected 2-in-a-row,learning,17,3,1.0,
853,7.6688,0.001,0.1869,0.01,1.1782,1.3264,0.058392,3.1102,16.761,1.4457499999999999,No connected 2-in-a-row,learning,17,4,1.0,
854,5.0019,0.001,0.16646,0.015006,0.99945,1.0713,0.16583,2.4989,14.995,1.6581199999999998,No connected 2-in-a-row,learning,17,5,1.0,
855,5.0868,0.001,0.22298,0.03,0.99999,1.0,-0.4239,2.5,15.0,2.0884500000000004,No connected 2-in-a-row,learning,17,1,2.0,
856,4.3194,0.001,0.2,0.02,1.0,0.8,0.3,2.5,15.0,1.8710200000000001,No connected 2-in-a-row,learning,17,2,2.0,
857,2.5167,0.005,0.3,0.02,1.0,0.8,-0.27737,2.5,15.0,1.99811,No connected 2-in-a-row,learning,17,3,2.0,
858,4.8589,0.001,0.25365,0.017998,0.98357,0.90263,-0.049636,3.0695,16.624,2.16192,No connected 2-in-a-row,learning,17,4,2.0,
859,4.1994,0.001,0.29902,0.015016,0.87643,0.79853,-0.23182,2.4971,15.013,1.9753600000000002,No connected 2-in-a-row,learning,17,5,2.0,
860,3.55,0.0014682,0.19502,0.02,0.69179,0.86992,0.0,3.5,15.0,1.59908,No connected 2-in-a-row,learning,17,1,3.0,
861,4.1633,0.0032481,0.089737,0.02,1.0,1.0,-0.30786,2.5283,22.222,1.6338599999999999,No connected 2-in-a-row,learning,17,2,3.0,
862,6.7244,0.0011144,0.27213,0.017722,1.1006,0.92822,-0.8208,3.0396,15.433,1.8658900000000003,No connected 2-in-a-row,learning,17,3,3.0,
863,7.3686,0.001,0.34233,0.02,1.1667,0.71548,-1.0195,2.5,20.0,1.9462800000000002,No connected 2-in-a-row,learning,17,4,3.0,
864,2.9458,0.0011399,0.19751,0.013947,0.9986,0.82501,0.10869,2.5486,16.484,1.74573,No connected 2-in-a-row,learning,17,5,3.0,
865,8.2859,0.001,0.26225,0.020382,1.0,1.0951,-0.23937,3.8889,15.0,1.59149,No connected 2-in-a-row,learning,17,1,4.0,
866,10.0,0.0037503,0.083698,0.01,0.95758,0.89126,-0.34663,3.7155,8.5602,1.6124199999999997,No connected 2-in-a-row,learning,17,2,4.0,
867,5.529,0.001,0.2,0.019707,1.0,1.0667,-0.25142,3.6042,15.0,1.8970500000000001,No connected 2-in-a-row,learning,17,3,4.0,
868,7.3236,0.001,0.21734,0.018642,1.0881,1.0706,-0.3775,3.7831,11.96,1.4659400000000002,No connected 2-in-a-row,learning,17,4,4.0,
869,6.7895,0.001,0.28724,0.019939,1.0,1.0573,-0.4242,3.5,20.0,1.52687,No connected 2-in-a-row,learning,17,5,4.0,
870,4.3678,0.0015,0.092778,0.02786,0.94531,1.5438,-0.96472,2.6093,15.5,1.7596999999999998,No connected 2-in-a-row,learning,17,1,5.0,
871,6.8974,0.001,0.45314,0.019463,1.0463,1.825,-0.7325,5.0837,29.685,1.7276500000000001,No connected 2-in-a-row,learning,17,2,5.0,
872,10.0,0.001,0.0,0.017241,1.1373,1.8992,-0.90084,2.2589,15.86,1.6308699999999998,No connected 2-in-a-row,learning,17,3,5.0,
873,6.4282,0.0039436,0.20031,0.020875,1.2206,1.3003,-0.2188,2.5016,12.662,1.8821399999999997,No connected 2-in-a-row,learning,17,4,5.0,
874,7.9406,0.005,0.2,0.02,1.3363,1.4357,-0.89282,2.5,13.549,1.38675,No connected 2-in-a-row,learning,17,5,5.0,
875,5.334,0.0063616,0.27348,0.019672,0.9746,0.70137,0.63316,2.174,14.661,2.47042,No connected 2-in-a-row,learning,18,1,1.0,
876,5.7108,0.005,0.22011,0.02,2.0685,0.51199,0.40481,1.5,18.333,2.0712699999999997,No connected 2-in-a-row,learning,18,2,1.0,
877,6.6073,0.010554,0.40074,0.020018,2.0423,0.71973,0.2992,2.5021,20.01,2.32344,No connected 2-in-a-row,learning,18,3,1.0,
878,8.1206,0.011138,0.39981,0.01,1.7164,0.40022,0.30021,2.5006,14.997,2.15157,No connected 2-in-a-row,learning,18,4,1.0,
879,7.7174,0.010064,0.61923,0.027354,2.2497,0.89557,0.96761,2.8179,15.169,2.48149,No connected 2-in-a-row,learning,18,5,1.0,
880,4.1505,0.001,0.2,0.02,1.0,0.8,0.3,2.5,15.0,2.3798399999999997,No connected 2-in-a-row,learning,18,1,2.0,
881,4.3511,0.001,0.4,0.02021,1.1667,0.8,0.3,2.5,15.0,2.29418,No connected 2-in-a-row,learning,18,2,2.0,
882,10.0,0.001,0.55,0.04,1.0,0.82905,0.2035,4.4551,15.0,2.3427099999999994,No connected 2-in-a-row,learning,18,3,2.0,
883,4.4158,0.001,0.4,0.02,1.0,0.8,0.3,2.3188,15.0,1.9721999999999997,No connected 2-in-a-row,learning,18,4,2.0,
884,5.0014,0.001,0.37485,0.018175,1.0797,0.79995,0.40031,3.3325,15.004,2.33431,No connected 2-in-a-row,learning,18,5,2.0,
885,9.0,0.0024812,0.2,0.02,1.5171,0.53333,0.3,2.5,15.0,2.16962,No connected 2-in-a-row,learning,18,1,3.0,
886,5.0,0.001,0.23357,0.02,1.1092,0.65374,0.3,2.5,15.0,2.16349,No connected 2-in-a-row,learning,18,2,3.0,
887,5.8459,0.001,0.3168,0.029959,1.2364,0.79907,0.2396,3.3351,15.008,2.4522699999999995,No connected 2-in-a-row,learning,18,3,3.0,
888,5.7721,0.001,0.22266,0.024281,1.0121,0.66933,0.29731,3.3575,14.89,2.34496,No connected 2-in-a-row,learning,18,4,3.0,
889,10.0,0.005,0.6,0.02,2.0,0.82602,0.2454,3.5,15.0,2.12946,No connected 2-in-a-row,learning,18,5,3.0,
890,5.0,0.002,0.29977,0.01727,1.1681,0.8,0.3,2.5,15.0,2.07061,No connected 2-in-a-row,learning,18,1,4.0,
891,5.9156,0.001,0.3917,0.01,1.2504,0.64825,0.3,2.5,15.0,2.2859100000000003,No connected 2-in-a-row,learning,18,2,4.0,
892,5.0,0.001,0.4,0.03,1.5,0.8,0.3,2.5,20.0,1.76564,No connected 2-in-a-row,learning,18,3,4.0,
893,4.2561,0.001,0.28422,0.01,1.0318,0.41132,0.3,2.5,15.0,2.0798099999999997,No connected 2-in-a-row,learning,18,4,4.0,
894,3.6028,0.001,0.24621,0.016486,1.0121,0.90397,0.22491,2.1037,15.924,2.2828,No connected 2-in-a-row,learning,18,5,4.0,
895,10.0,0.001,0.39949,0.020017,2.1138,0.99916,0.29945,2.4985,15.007,2.01468,No connected 2-in-a-row,learning,18,1,5.0,
896,5.0,0.001,0.3,0.02,1.0545,0.8,0.3,3.5,10.0,2.0015,No connected 2-in-a-row,learning,18,2,5.0,
897,4.5906,0.001,0.28982,0.030463,1.5096,0.96714,0.31625,2.5729,20.249,1.7653100000000002,No connected 2-in-a-row,learning,18,3,5.0,
898,3.8377,0.001,0.18333,0.02,0.98611,0.77082,0.4,2.5,8.6675,1.78341,No connected 2-in-a-row,learning,18,4,5.0,
899,8.4561,0.001,0.6,0.015,2.4042,1.0113,0.11352,2.5,15.0,2.17107,No connected 2-in-a-row,learning,18,5,5.0,
900,6.5556,0.001,0.58529,0.01983,1.3656,0.99149,0.064084,2.8234,19.911,1.85291,No connected 2-in-a-row,learning,19,1,1.0,
901,4.023,0.001,0.17803,0.022333,0.74199,1.0667,0.3,3.3333,10.748,1.76526,No connected 2-in-a-row,learning,19,2,1.0,
902,3.384,0.001,0.23159,0.046475,0.89863,0.90427,0.22469,2.7027,15.927,1.6124800000000001,No connected 2-in-a-row,learning,19,3,1.0,
903,6.4742,0.001,0.37659,0.01,0.52086,1.2497,-0.02499,4.583,10.998,1.6275000000000002,No connected 2-in-a-row,learning,19,4,1.0,
904,5.8051,0.001,0.3,0.04,0.66699,1.0667,0.3,4.6667,20.0,1.60695,No connected 2-in-a-row,learning,19,5,1.0,
905,4.7558,0.001,0.099605,0.023496,1.0858,1.2047,0.30256,2.4893,15.049,2.0005,No connected 2-in-a-row,learning,19,1,2.0,
906,4.9098,0.0053547,0.31357,0.01,1.0895,1.269,-0.64533,3.4183,30.818,1.79677,No connected 2-in-a-row,learning,19,2,2.0,
907,6.8905,0.0014836,0.30057,0.021688,0.98189,1.0747,-0.77261,4.7219,90.612,1.86192,No connected 2-in-a-row,learning,19,3,2.0,
908,4.9184,0.0011098,0.18699,0.014923,1.0407,0.92534,-0.15665,3.2294,11.334,1.77223,No connected 2-in-a-row,learning,19,4,2.0,
909,4.9979,0.0036526,0.20029,0.020015,1.0006,1.227,0.14586,3.5016,19.994,1.64285,No connected 2-in-a-row,learning,19,5,2.0,
910,5.4252,0.001,0.25411,0.023403,1.0601,1.3333,-0.65191,2.7658,15.0,1.7648,No connected 2-in-a-row,learning,19,1,3.0,
911,6.6162,0.0028461,0.11543,0.010833,1.5646,1.3373,-0.0084576,2.0237,85.183,1.55933,No connected 2-in-a-row,learning,19,2,3.0,
912,8.9621,0.001,0.11111,0.022202,0.87454,1.4294,0.29987,2.5011,14.995,2.0153,No connected 2-in-a-row,learning,19,3,3.0,
913,5.2634,0.001,0.19997,0.025256,1.0827,1.2045,0.14314,2.5005,15.001,1.31925,No connected 2-in-a-row,learning,19,4,3.0,
914,6.7445,0.0014151,0.32341,0.02032,1.1128,1.3243,0.3,3.5,11.022,1.5227600000000001,No connected 2-in-a-row,learning,19,5,3.0,
915,4.2954,0.001,0.2,0.04,0.80999,1.6,0.3,2.5,15.0,1.81876,No connected 2-in-a-row,learning,19,1,4.0,
916,5.0819,0.0052222,0.15741,0.01,1.1346,1.5076,0.013889,2.4514,14.778,2.07585,No connected 2-in-a-row,learning,19,2,4.0,
917,4.9183,0.00243,0.28562,0.01,1.0593,1.3657,-2.2667e-06,2.6185,13.819,1.51006,No connected 2-in-a-row,learning,19,3,4.0,
918,5.0317,0.001,0.26542,0.032001,0.8731,1.1701,0.29079,2.6556,21.672,1.4835999999999998,No connected 2-in-a-row,learning,19,4,4.0,
919,6.0341,0.0020317,0.34761,0.020812,1.1926,1.3784,0.080295,3.3597,7.1918,1.6332999999999998,No connected 2-in-a-row,learning,19,5,4.0,
920,5.6621,0.0014444,0.03152,0.01,1.0,1.3047,0.37703,2.8212,15.0,1.6685499999999998,No connected 2-in-a-row,learning,19,1,5.0,
921,7.0223,0.001,0.45417,0.019933,0.96399,1.6051,0.40119,4.9901,19.953,1.69727,No connected 2-in-a-row,learning,19,2,5.0,
922,8.0923,0.001,0.22175,0.017405,0.71354,1.4395,-0.0021864,2.7893,17.732,1.37523,No connected 2-in-a-row,learning,19,3,5.0,
923,6.8976,0.001,0.23793,0.020804,0.84681,1.6854,0.18822,2.5986,14.241,1.4223599999999998,No connected 2-in-a-row,learning,19,4,5.0,
924,3.0,0.001,0.1,0.02,1.0,1.6,0.25391,2.5,15.0,1.7345000000000002,No connected 2-in-a-row,learning,19,5,5.0,
925,5.7931,0.001,0.24386,0.01,1.0,0.49342,0.3,2.661,15.0,1.6323999999999999,No connected 2-in-a-row,learning,20,1,1.0,
926,4.2367,0.001,0.2771,0.03,0.5625,0.35,0.625,3.596,11.0,1.64669,No connected 2-in-a-row,learning,20,2,1.0,
927,9.4611,0.001,0.1821,0.016679,1.0502,0.71855,0.40991,3.5208,5.7315,2.40141,No connected 2-in-a-row,learning,20,3,1.0,
928,3.6011,0.0019264,0.095802,0.016667,1.016,0.77437,0.19775,2.519,15.087,1.7815699999999999,No connected 2-in-a-row,learning,20,4,1.0,
929,2.849,0.001,0.20163,0.021549,0.9041,0.45421,0.24966,3.1978,14.38,1.97693,No connected 2-in-a-row,learning,20,5,1.0,
930,5.43,0.001,0.3,0.02,1.0,0.8,0.3,2.5,15.0,1.71082,No connected 2-in-a-row,learning,20,1,2.0,
931,4.9924,0.001,0.41389,0.025563,0.92379,1.0803,-0.48368,2.1921,16.757,1.8880299999999999,No connected 2-in-a-row,learning,20,2,2.0,
932,5.1576,0.001,0.2,0.02,0.96705,0.8,0.4,2.8161,15.0,2.09645,No connected 2-in-a-row,learning,20,3,2.0,
933,4.1833,0.001,0.4,0.023333,1.0,0.96705,-0.85954,2.6855,15.0,1.72987,No connected 2-in-a-row,learning,20,4,2.0,
934,5.0994,0.001,0.30356,0.021449,1.0553,0.93992,0.20172,2.6268,14.421,1.97562,No connected 2-in-a-row,learning,20,5,2.0,
935,6.9997,0.001,0.22665,0.020001,0.99994,0.65921,0.30004,2.4999,14.999,2.1990600000000002,No connected 2-in-a-row,learning,20,1,3.0,
936,7.7999,0.001,0.26881,0.02,1.0,0.70532,0.6,2.5,15.0,1.9822499999999998,No connected 2-in-a-row,learning,20,2,3.0,
937,6.063,0.001,0.16667,0.02,0.95833,0.60967,0.24315,2.5,8.0641,2.40074,No connected 2-in-a-row,learning,20,3,3.0,
938,10.0,0.001,0.14816,0.017408,0.71363,0.39591,0.21575,2.5482,13.963,2.00186,No connected 2-in-a-row,learning,20,4,3.0,
939,10.0,0.001,0.4,0.016066,0.5625,0.35,-0.025,3.375,11.0,2.2367,No connected 2-in-a-row,learning,20,5,3.0,
940,3.4668,0.001,0.17462,0.017822,1.0,0.69221,0.020278,2.5,8.1613,2.14215,No connected 2-in-a-row,learning,20,1,4.0,
941,4.7599,0.001,0.20066,0.01,1.0413,0.55987,0.25924,3.2997,15.032,1.9185400000000001,No connected 2-in-a-row,learning,20,2,4.0,
942,5.471,0.001,0.076654,0.02,1.0715,0.8,0.16324,2.5,15.0,1.8122700000000003,No connected 2-in-a-row,learning,20,3,4.0,
943,3.2516,0.001,0.2,0.027441,1.0,0.8,0.4,2.5,15.0,1.94013,No connected 2-in-a-row,learning,20,4,4.0,
944,7.0,0.001,0.0,0.035,1.0,0.8,0.3,2.5,15.0,2.31465,No connected 2-in-a-row,learning,20,5,4.0,
945,3.2018,0.001,0.24989,0.01,1.0043,0.87521,0.43735,2.6459,14.335,1.9864599999999997,No connected 2-in-a-row,learning,20,1,5.0,
946,4.1697,0.0046305,0.32838,0.019476,1.2335,0.8,0.24061,2.6468,10.0,2.17443,No connected 2-in-a-row,learning,20,2,5.0,
947,3.4638,0.001,0.44334,0.046502,1.2508,0.65323,0.45455,2.7991,12.741,2.0074199999999998,No connected 2-in-a-row,learning,20,3,5.0,
948,3.0,0.001,0.31667,0.02,1.0,0.8,0.3,2.5,15.0,2.1270800000000003,No connected 2-in-a-row,learning,20,4,5.0,
949,3.7799,0.001,0.37035,0.015,1.0,0.82139,-0.15194,3.5,8.1306,2.1646900000000002,No connected 2-in-a-row,learning,20,5,5.0,
950,6.1215,0.01,0.30674,0.02,1.5971,0.76328,0.3,2.7778,15.0,2.2857499999999997,No connected 2-in-a-row,learning,21,1,1.0,
951,2.9458,0.001,0.38684,0.016296,1.0243,0.77868,0.41805,3.3819,14.778,2.2603299999999997,No connected 2-in-a-row,learning,21,2,1.0,
952,4.3007,0.001,0.40279,0.019957,0.99593,0.79581,0.30303,3.3252,6.5295,2.19668,No connected 2-in-a-row,learning,21,3,1.0,
953,3.3667,0.0057069,0.2,0.02,1.1302,0.72272,0.4,2.5,15.0,2.27275,No connected 2-in-a-row,learning,21,4,1.0,
954,4.0845,0.0053184,0.23641,0.028091,1.3293,0.73723,0.30285,2.6192,30.074,2.1623200000000002,No connected 2-in-a-row,learning,21,5,1.0,
955,8.4496,0.001,0.24078,0.030016,1.5246,0.79756,-0.001519,2.4947,15.024,2.1026499999999997,No connected 2-in-a-row,learning,21,1,2.0,
956,5.85,0.001,0.31542,0.027241,1.2863,0.81248,0.3,3.5,15.0,2.03311,No connected 2-in-a-row,learning,21,2,2.0,
957,5.0,0.001,0.2,0.02,1.1081,0.8,-0.16317,2.5,15.0,2.22356,No connected 2-in-a-row,learning,21,3,2.0,
958,3.0,0.001,0.1,0.026667,1.0,0.74474,-6.0555e-06,2.5,7.8362,1.81203,No connected 2-in-a-row,learning,21,4,2.0,
959,5.0096,0.001,0.19934,0.018963,0.92131,0.6061,0.56745,3.1759,30.719,2.20803,No connected 2-in-a-row,learning,21,5,2.0,
960,4.0852,0.001,0.16382,0.044904,0.99792,0.79502,-0.79353,3.6802,16.897,2.07125,No connected 2-in-a-row,learning,21,1,3.0,
961,3.5247,0.001,0.2,0.01,1.0,0.68666,0.3,3.5,6.6959,2.41228,No connected 2-in-a-row,learning,21,2,3.0,
962,4.0964,0.001,0.3,0.023333,1.111,0.8,0.13573,3.5,15.0,1.67789,No connected 2-in-a-row,learning,21,3,3.0,
963,10.0,0.0034909,0.17272,0.020276,2.0,1.1134,-0.074827,2.5,15.0,1.99947,No connected 2-in-a-row,learning,21,4,3.0,
964,8.3675,0.001,0.32092,0.035,1.8429,1.0262,0.37997,3.3333,12.466,1.9008000000000003,No connected 2-in-a-row,learning,21,5,3.0,
965,4.2623,0.001,0.2,0.01,1.2044,0.8,0.3,2.5,14.281,2.0849200000000003,No connected 2-in-a-row,learning,21,1,4.0,
966,5.1678,0.0026671,0.29804,0.027765,0.95024,0.74988,0.33697,4.9005,14.545,1.9064699999999999,No connected 2-in-a-row,learning,21,2,4.0,
967,4.1094,0.0029921,0.078142,0.020001,1.0538,0.79939,0.40129,2.503,14.984,2.0441700000000003,No connected 2-in-a-row,learning,21,3,4.0,
968,4.6649,0.001,0.27079,0.018651,1.0141,0.80774,0.21757,3.2599,29.669,1.99162,No connected 2-in-a-row,learning,21,4,4.0,
969,2.9939,0.001,0.18418,0.020004,0.99725,0.80284,0.3017,2.4945,14.975,2.20269,No connected 2-in-a-row,learning,21,5,4.0,
970,5.0,0.001,0.2,0.023723,1.2443,0.74853,0.3,2.5,15.0,1.8019199999999997,No connected 2-in-a-row,learning,21,1,5.0,
971,7.0,0.001,0.4,0.02,1.3205,0.8,0.33333,2.7363,15.0,1.91176,No connected 2-in-a-row,learning,21,2,5.0,
972,3.1573,0.001,0.13614,0.02,0.97567,0.8,0.50708,3.1667,15.0,2.2610300000000003,No connected 2-in-a-row,learning,21,3,5.0,
973,5.3352,0.001,0.25756,0.036885,1.3147,0.75328,0.29566,2.4091,8.0343,2.05962,No connected 2-in-a-row,learning,21,4,5.0,
974,4.9954,0.001,0.27588,0.02,1.1667,0.8,0.22722,3.3333,1.5241,2.0685900000000004,No connected 2-in-a-row,learning,21,5,5.0,
975,4.2604,0.001,0.1444,0.020011,0.25,0.80048,0.29966,3.0577,19.994,1.90536,No connected 2-in-a-row,learning,22,1,1.0,
976,7.7676,0.001,0.20441,0.019841,0.50398,0.69199,0.40885,7.0845,11.731,1.8006500000000003,No connected 2-in-a-row,learning,22,2,1.0,
977,3.0308,0.001,0.0,0.01,0.57589,0.81264,0.2932,2.7648,14.937,2.0076,No connected 2-in-a-row,learning,22,3,1.0,
978,5.0,0.001,0.18194,0.02,0.25,0.8,0.3,3.5,15.0,1.8962799999999997,No connected 2-in-a-row,learning,22,4,1.0,
979,3.4868,0.001,0.1211,0.016612,0.41582,0.6832,0.29227,3.5,26.667,1.9075300000000002,No connected 2-in-a-row,learning,22,5,1.0,
980,5.0,0.001,0.14239,0.02,0.91769,0.68385,0.6,3.5,15.0,2.02408,No connected 2-in-a-row,learning,22,1,2.0,
981,10.0,0.001,0.29867,0.018558,2.0031,0.802,0.30144,2.4961,14.982,1.7476299999999998,No connected 2-in-a-row,learning,22,2,2.0,
982,6.8879,0.001,0.11374,0.021373,0.96617,0.69724,0.55151,3.6545,19.279,1.67489,No connected 2-in-a-row,learning,22,3,2.0,
983,5.8854,0.001,0.19998,0.020001,1.0,0.70287,0.30003,3.656,15.0,1.8397000000000001,No connected 2-in-a-row,learning,22,4,2.0,
984,7.0,0.001,0.15,0.01909,1.4265,0.71069,0.5,3.3333,10.0,1.82041,No connected 2-in-a-row,learning,22,5,2.0,
985,3.0,0.001,0.0,0.01,0.79658,0.8,0.029462,2.5,15.0,1.7102500000000003,No connected 2-in-a-row,learning,22,1,3.0,
986,4.9069,0.001,0.064708,0.01,0.88834,0.55302,0.16996,3.5,16.596,1.61766,No connected 2-in-a-row,learning,22,2,3.0,
987,7.8324,0.001,0.14113,0.022761,0.83898,0.4,0.3,5.0631,13.333,1.4092,No connected 2-in-a-row,learning,22,3,3.0,
988,5.942,0.001,0.076766,0.01,0.972,0.8,0.3,3.5,10.0,1.15034,No connected 2-in-a-row,learning,22,4,3.0,
989,6.6009,0.001,0.0,0.01,0.80178,0.68693,0.19496,2.8678,15.062,1.7158000000000002,No connected 2-in-a-row,learning,22,5,3.0,
990,7.0,0.001,0.11378,0.03,1.0,0.8,0.3,3.5,15.0,1.7465600000000001,No connected 2-in-a-row,learning,22,1,4.0,
991,5.0,0.001,0.2,0.02,1.1455,0.8,0.3,2.5,8.4401,1.8378200000000002,No connected 2-in-a-row,learning,22,2,4.0,
992,6.2119,0.0014444,0.29251,0.018316,1.6968,0.8,0.3,2.5,15.0,1.6804099999999997,No connected 2-in-a-row,learning,22,3,4.0,
993,9.5479,0.001,0.26978,0.026102,1.067,0.98338,0.52083,3.5521,15.222,2.00109,No connected 2-in-a-row,learning,22,4,4.0,
994,7.5944,0.001,0.30003,0.01,1.0001,0.85229,0.30003,3.5002,10.0,1.83689,No connected 2-in-a-row,learning,22,5,4.0,
995,3.5783,0.001,0.20831,0.023333,1.0,1.0667,0.3,2.9915,15.0,1.57536,No connected 2-in-a-row,learning,22,1,5.0,
996,4.2774,0.001,0.12221,0.01,1.0556,0.8,0.25128,3.3333,20.0,1.79481,No connected 2-in-a-row,learning,22,2,5.0,
997,5.2889,0.001,0.18889,0.026139,0.94399,0.8,0.3,3.5,20.0,1.80014,No connected 2-in-a-row,learning,22,3,5.0,
998,7.1756,0.001,0.13714,0.022761,1.1232,1.0279,-0.12522,3.375,7.0082,1.6608,No connected 2-in-a-row,learning,22,4,5.0,
999,6.0,0.001,0.2,0.022895,0.95833,0.8,0.3,3.5,15.0,1.6444500000000002,No connected 2-in-a-row,learning,22,5,5.0,
1000,4.6906,0.001,0.2,0.01,0.37282,0.7168,0.33333,3.9041,10.175,2.2568999999999995,No connected 2-in-a-row,learning,23,1,1.0,
1001,5.0,0.001,0.1,0.01,1.0,0.8,0.4,2.3857,15.0,1.95321,No connected 2-in-a-row,learning,23,2,1.0,
1002,3.0,0.001,0.23333,0.01,1.0,0.8,0.5,2.5,15.0,1.8554599999999997,No connected 2-in-a-row,learning,23,3,1.0,
1003,2.9773,0.001,0.1251,0.021906,0.49306,0.88362,0.44236,2.4757,15.111,1.6324,No connected 2-in-a-row,learning,23,4,1.0,
1004,3.7091,0.0033941,0.1,0.02,1.0,0.8,0.32168,2.5,10.0,1.5667499999999999,No connected 2-in-a-row,learning,23,5,1.0,
1005,7.4152,0.0014445,0.31019,0.02,1.6101,1.0,-6.0555e-06,2.5,15.0,1.79728,No connected 2-in-a-row,learning,23,1,2.0,
1006,5.0,0.001,0.3,0.01,1.0,0.8,0.15251,3.5,15.0,1.71447,No connected 2-in-a-row,learning,23,2,2.0,
1007,4.2902,0.001,0.18213,0.023333,1.0,0.8,0.24897,2.5,15.0,1.8704,No connected 2-in-a-row,learning,23,3,2.0,
1008,6.0755,0.001,0.28819,0.017368,1.1056,1.1281,0.10489,3.138,22.917,1.73944,No connected 2-in-a-row,learning,23,4,2.0,
1009,7.0,0.001,0.2,0.019444,1.0,0.8,0.3,3.5,20.0,1.7308499999999998,No connected 2-in-a-row,learning,23,5,2.0,
1010,3.7262,0.001,0.11665,0.01,0.964,0.78462,-0.079192,2.5299,20.179,1.5717,No connected 2-in-a-row,learning,23,1,3.0,
1011,3.0137,0.001,0.15211,0.02004,1.0061,0.99535,0.29543,2.4877,10.039,1.9099499999999998,No connected 2-in-a-row,learning,23,2,3.0,
1012,5.0128,0.001,0.37072,0.024294,1.0,0.8,0.3,2.5,15.0,1.90408,No connected 2-in-a-row,learning,23,3,3.0,
1013,5.4438,0.001,0.23084,0.017161,1.4474,0.92744,0.066852,2.478,14.879,1.9417199999999997,No connected 2-in-a-row,learning,23,4,3.0,
1014,3.0,0.001,0.1,0.01,0.89988,0.8,0.3,2.5,15.0,2.1683,No connected 2-in-a-row,learning,23,5,3.0,
1015,8.2222,0.001,0.22886,0.020122,1.881,0.5388,0.47342,2.4894,14.951,1.6569399999999999,No connected 2-in-a-row,learning,23,1,4.0,
1016,8.158,0.001,0.68566,0.018313,1.8337,0.83439,4.7752e-07,2.7778,20.0,1.90945,No connected 2-in-a-row,learning,23,2,4.0,
1017,6.6017,0.0022725,0.26491,0.01,1.7083,0.8,0.3,2.1046,15.0,1.8626,No connected 2-in-a-row,learning,23,3,4.0,
1018,5.1568,0.001,0.28679,0.029463,1.1086,0.79953,0.2984,3.3276,14.98,1.94129,No connected 2-in-a-row,learning,23,4,4.0,
1019,6.2928,0.001,0.28718,0.027141,1.6268,0.86953,0.3,2.5,9.4503,2.0529,No connected 2-in-a-row,learning,23,5,4.0,
1020,7.3426,0.001,0.26331,0.02,1.126,0.8,0.1619,3.5,15.0,1.89031,No connected 2-in-a-row,learning,23,1,5.0,
1021,2.9733,0.0015539,0.13297,0.019952,0.58697,0.80216,0.40156,4.4393,20.025,2.21164,No connected 2-in-a-row,learning,23,2,5.0,
1022,4.4934,0.001,0.10241,0.025442,0.88428,0.61328,0.39216,3.1918,14.903,1.8271600000000003,No connected 2-in-a-row,learning,23,3,5.0,
1023,4.85,0.001,0.1,0.02,1.0,0.73883,0.3,2.5,20.0,1.7851,No connected 2-in-a-row,learning,23,4,5.0,
1024,5.0,0.001,0.23333,0.04,1.0,0.8,0.3,2.7778,11.014,1.49877,No connected 2-in-a-row,learning,23,5,5.0,
1025,6.6404,0.001,0.36058,0.021746,0.81547,1.0124,-1.6782,3.068,10.47,1.8587099999999999,No connected 2-in-a-row,learning,24,1,1.0,
1026,7.0,0.001,0.4,0.02,1.0,0.8,-0.16301,3.755,9.0344,1.6936500000000003,No connected 2-in-a-row,learning,24,2,1.0,
1027,3.6678,0.001,0.2,0.019444,0.25,1.0021,0.3,2.5,15.0,1.8983700000000003,No connected 2-in-a-row,learning,24,3,1.0,
1028,4.4146,0.001,0.30507,0.020278,0.76152,1.0792,-1.0195,3.5312,30.111,1.61429,No connected 2-in-a-row,learning,24,4,1.0,
1029,3.0,0.001,0.10383,0.01,0.25,0.98735,0.0,3.3333,30.0,2.33056,No connected 2-in-a-row,learning,24,5,1.0,
1030,6.7362,0.0033783,0.47334,0.019339,1.3106,1.0919,0.28658,2.5368,14.835,2.15279,No connected 2-in-a-row,learning,24,1,2.0,
1031,5.0294,0.001,0.22888,0.013546,0.99128,0.80898,0.26574,2.5174,9.8438,1.8547699999999998,No connected 2-in-a-row,learning,24,2,2.0,
