,pruning threshold,stopping probability,feature drop rate,lapse rate,active scaling constant,center weight,connected 2-in-a-row weight,unconnected 2-in-a-row weight,3-in-a-row weight,4-in-a-row weight,triangle weight,log-likelihood,model,experiment,participant,cross-validation group,session number,time limit
202,2.324,0.0019813,0.13517,0.011095,0.6633,1.1353,1.3392,0.54112,4.3419,18.339,-0.0071687,1.6513199999999997,Triangle,generalization,1,3,,
203,3.5,0.001,0.1,0.01,0.86054,0.8,1.0,0.32627,3.5,10.0,-6.0555e-06,1.9394000000000002,Triangle,generalization,1,4,,
204,1.538,0.0049509,0.14009,0.019877,0.78164,1.1509,0.99548,0.22476,4.6529,20.822,-0.00307,1.60837,Triangle,generalization,1,5,,
205,0.1,0.0099163,0.099943,0.01,0.39442,1.3021,1.2601,0.29982,3.4993,13.332,6.0555e-06,1.4895600000000002,Triangle,generalization,2,1,,
206,7.2851,0.001,0.1,0.02,1.0045,1.4393,0.94305,1.9572,3.5,20.0,1.3457e-06,1.74342,Triangle,generalization,2,2,,
207,9.175,0.001,0.2,0.02,1.0,1.1873,1.2225,0.44403,2.5,19.569,0.0,1.12841,Triangle,generalization,2,3,,
208,5.7865,0.001,0.13965,0.01,0.83705,1.4791,1.3536,0.5051,2.4043,31.071,0.075736,1.33046,Triangle,generalization,2,4,,
209,8.0066,0.001,0.099668,0.019967,1.0234,1.199,0.99834,0.30108,2.5029,14.987,-0.00082929,1.1976499999999999,Triangle,generalization,2,5,,
210,3.0,0.012789,0.2,0.016947,1.0,-0.17255,0.71326,0.5,3.3333,15.0,0.33333,2.02146,Triangle,generalization,3,1,,
211,7.0,0.0047491,0.13827,0.030186,1.0,0.28254,0.43265,0.11111,3.7704,7.3575,-3.0612e-06,2.25624,Triangle,generalization,3,2,,
212,5.5799,0.010372,0.14575,0.01,0.87721,0.069557,0.29132,0.39122,2.7456,31.123,3.6274e-06,2.18998,Triangle,generalization,3,3,,
213,3.6498,0.011547,0.2,0.01,0.89335,0.14359,1.0,0.4,3.5,15.0,0.0,2.3695,Triangle,generalization,3,4,,
214,10.0,0.001,0.4,0.037963,0.5625,0.05,0.35,0.875,4.625,12.75,0.2125,2.19247,Triangle,generalization,3,5,,
215,1.5231,0.33646,0.77027,0.019745,0.95833,0.8,2.0,0.3,2.5,-7.432,-0.1259,2.43783,Triangle,generalization,4,1,,
216,5.0731,0.010779,0.48204,0.028268,0.94002,0.83896,1.0433,0.27186,2.5758,-135.35,-0.40828,2.4611199999999998,Triangle,generalization,4,2,,
217,5.0,0.02,0.55,0.015,2.2551,0.8,1.0,0.5,2.5,-28.865,0.0,2.6723900000000005,Triangle,generalization,4,3,,
218,4.6223,0.0081927,0.50406,0.039714,0.99187,0.88818,1.0186,0.28798,2.4516,-1012.4,-0.004407,2.6655499999999996,Triangle,generalization,4,4,,
219,1.55,0.04,0.543,0.02,1.0391,0.8,1.0,0.3,2.5,-53.575,0.0,2.5798799999999997,Triangle,generalization,4,5,,
220,3.8822,0.001,0.38872,0.018581,1.0034,0.78309,1.0188,0.30731,2.4671,15.142,-0.0078615,2.7313999999999994,Triangle,generalization,5,1,,
221,3.0002,0.00997,0.19933,0.019967,1.0223,0.45441,0.75321,0.29892,2.5029,14.987,-0.17608,2.39666,Triangle,generalization,5,2,,
222,3.1999,0.001,0.4,0.021677,0.84151,0.4,1.0,0.13855,2.7725,15.0,0.33333,2.58796,Triangle,generalization,5,3,,
223,3.5369,0.005,0.50542,0.023859,1.0,0.4,0.75395,0.24134,2.7778,4.9748,-0.06068,2.0631000000000004,Triangle,generalization,5,4,,
224,5.539,0.0090448,0.27299,0.17319,1.1292,0.72517,0.77864,-0.96832,3.1835,9.6542,0.0049354,2.49655,Triangle,generalization,5,5,,
225,5.0,0.001,0.18235,0.01,1.0,1.1743,0.79428,0.4,3.5,15.0,0.0,1.70727,Triangle,generalization,6,1,,
226,5.9918,0.001,0.19832,0.019916,0.99633,0.80378,0.89952,0.30273,2.5073,6.933,0.002099,1.7225899999999998,Triangle,generalization,6,2,,
227,3.9577,0.003,0.1669,0.026667,0.98971,0.8,1.0388,0.8,2.5,15.0,6.0555e-06,1.80594,Triangle,generalization,6,3,,
228,7.8837,0.004245,0.19539,0.020466,0.5,0.8,1.0757,0.6,2.5,15.0,0.0,1.49847,Triangle,generalization,6,4,,
229,6.1416,0.001,0.35283,0.020936,0.9838,0.90603,0.97581,0.24059,4.0309,14.852,-0.015705,1.5886200000000001,Triangle,generalization,6,5,,
230,9.9999,0.0027929,0.45,0.02,0.5,0.8,1.0858,0.5,5.0,15.0,0.0,2.0231700000000004,Triangle,generalization,7,1,,
231,4.9671,0.001,0.09777,0.021149,0.49368,0.56375,0.98885,0.42866,2.2037,15.089,0.0055755,2.0851099999999994,Triangle,generalization,7,2,,
232,7.0,0.001,0.2,0.017785,0.5,0.8,0.8,0.4,2.5,15.0,0.0,1.80716,Triangle,generalization,7,3,,
233,5.1928,0.001,0.18538,0.01,0.45068,0.88878,0.76929,0.26386,2.3274,15.789,0.35967,1.6488900000000002,Triangle,generalization,7,4,,
234,7.5,0.001,0.3,0.03,0.46068,0.8,1.0,0.3,2.5,15.0,0.0,1.68767,Triangle,generalization,7,5,,
235,5.5728,0.0018596,0.2,0.019892,1.0,0.56132,0.061334,0.3,5.0,20.0,0.0,2.40679,Triangle,generalization,8,1,,
236,9.6332,0.01,0.2,0.022467,2.0256,1.0,0.058795,0.17059,2.5,-1.5017,0.11111,2.0283100000000003,Triangle,generalization,8,2,,
237,8.7405,0.0048847,0.13004,0.022469,1.4798,0.66481,0.36046,0.062722,3.5256,5.3469,2.0323e-05,1.8382199999999997,Triangle,generalization,8,3,,
238,4.3736,0.001,0.2,0.02,1.0,0.8,0.65063,0.6,2.1845,15.0,0.11111,1.9031600000000002,Triangle,generalization,8,4,,
239,2.5167,0.0088176,0.2,0.02,1.0,0.56231,0.8,0.4,3.3333,15.0,0.0,1.51459,Triangle,generalization,8,5,,
240,6.0,0.002,0.35082,0.02,1.0,0.44383,1.0,0.27391,2.5,11.66,0.0,2.0750299999999995,Triangle,generalization,9,1,,
241,5.8297,0.0049902,0.20049,0.060123,0.49939,0.42551,1.389,0.5992,4.9979,15.01,0.00061312,2.01542,Triangle,generalization,9,2,,
242,6.2329,0.001,0.2817,0.02,0.78154,0.68032,0.39094,0.31111,3.5,18.889,0.0,2.0306000000000006,Triangle,generalization,9,3,,
243,4.5663,0.0082918,0.21309,0.03,0.25,0.61995,1.3333,0.5,3.7003,15.0,0.0,1.9594,Triangle,generalization,9,4,,
244,4.4713,0.0058823,0.17511,0.020932,0.93822,0.3507,0.58459,0.36812,3.8532,9.6127,0.035297,1.9918600000000002,Triangle,generalization,9,5,,
245,3.0,0.0046006,0.2,0.02,1.0,0.8,0.8,0.3,2.5,15.0,0.0,2.29688,Triangle,generalization,10,1,,
246,3.0,0.0025286,0.2,0.03,1.0,0.8,1.0,0.3,3.5,10.0,0.0,2.1207000000000003,Triangle,generalization,10,2,,
247,3.0234,0.0046623,0.30988,0.020493,1.0,0.8,0.71353,0.33333,5.1852,246.84,0.0,1.7876,Triangle,generalization,10,3,,
248,8.5875,0.005,0.20825,0.02,0.375,0.76172,1.0,0.3,4.6667,15.0,0.0,2.1408,Triangle,generalization,10,4,,
249,2.5167,0.0032473,0.2,0.01,1.0,0.66072,0.86667,0.4,3.7037,20.0,-0.089235,1.81845,Triangle,generalization,10,5,,
250,2.4819,0.33743,0.2,0.013333,1.6667,0.97778,0.84322,0.3,2.5,10.21,0.0,2.11162,Triangle,generalization,11,1,,
251,0.1,0.011667,0.2,0.02,1.112,0.8,1.0,0.22562,2.5,15.0,0.0,1.7710899999999998,Triangle,generalization,11,2,,
252,0.1,0.004583,0.43995,0.02,1.8837,1.0,0.8407,0.3,2.5,15.0,0.0,1.9363499999999998,Triangle,generalization,11,3,,
253,0.1,0.99999,0.4,0.02,1.3889,0.8,1.0,0.3,2.5,15.0,0.0,2.24095,Triangle,generalization,11,4,,
254,0.1,0.001,0.28102,0.020667,1.0288,0.77,0.96733,0.28023,2.5583,15.238,-0.01584,1.89749,Triangle,generalization,11,5,,
255,5.0,0.001,0.0,0.01,0.25,0.35093,1.0,0.5,2.7267,16.159,0.0,2.20668,Triangle,generalization,12,1,,
256,4.998,0.0038088,0.32164,0.034947,0.97364,0.46965,0.80047,0.39931,6.9976,24.434,0.0005944,1.9050199999999997,Triangle,generalization,12,2,,
257,2.563,0.0031762,0.26734,0.03,1.0,0.54097,0.81217,0.48293,4.6667,20.0,0.0,1.97897,Triangle,generalization,12,3,,
258,1.4694,0.0042778,0.13333,0.02,0.41667,0.4,0.8,0.25367,3.1667,15.0,0.0,2.00509,Triangle,generalization,12,4,,
259,3.3109,0.001,0.22754,0.027796,0.99941,0.72238,0.79939,0.4648,3.5015,22.217,0.00033925,2.22801,Triangle,generalization,12,5,,
260,1.8609,0.0052778,0.19259,0.02,0.5,0.94774,0.87876,0.6,3.3333,30.0,0.0,1.5384,Triangle,generalization,13,1,,
261,7.7778,0.001,0.15556,0.021111,0.5,0.8,0.99999,1.35,3.0365,15.0,0.0,1.9853999999999998,Triangle,generalization,13,2,,
262,4.1833,0.001,0.2,0.03,0.57134,0.71363,1.0,0.3,3.7212,15.0,0.0,1.9364899999999998,Triangle,generalization,13,3,,
263,6.0,0.0023333,0.22827,0.033791,0.5,0.8,1.0264,0.5,3.911,15.0,0.0,2.00654,Triangle,generalization,13,4,,
264,4.1124,0.001,0.2,0.021515,0.81578,0.8,0.8,0.3,3.5,9.9999,0.0,1.6669100000000001,Triangle,generalization,13,5,,
265,0.1,0.0099215,0.20418,0.019901,1.0063,0.55204,0.78441,0.28874,3.461,15.139,-0.0086625,2.50194,Triangle,generalization,14,1,,
266,4.1189,0.0080603,0.16649,0.020736,0.49181,0.40888,0.75549,-0.014544,4.1084,18.333,0.33329,2.03821,Triangle,generalization,14,2,,
267,1.5016,0.0041695,0.16663,0.029994,0.49993,0.39383,1.0056,0.27018,3.4565,14.444,0.013862,2.09232,Triangle,generalization,14,3,,
268,2.9261,0.011288,0.30412,0.019444,0.9837,0.48132,0.96476,0.076571,5.423,14.697,0.092174,1.8581899999999998,Triangle,generalization,14,4,,
269,1.9481,0.020012,0.19441,0.020042,0.62477,0.40021,1.2814,0.33348,6.9993,9.9291,-0.024739,2.03958,Triangle,generalization,14,5,,
270,5.0,0.01,0.1,0.02,1.0,0.8,1.0,0.075293,2.5,15.0,0.0,2.1619199999999994,Triangle,generalization,15,1,,
271,8.0,0.01,0.2,0.03,1.127,0.64223,1.0667,0.3,3.5469,15.0,0.0,2.0585,Triangle,generalization,15,2,,
272,10.0,0.0045246,0.26588,0.02,1.094,0.8,0.96113,0.3,2.5,15.0,-0.15265,2.0681200000000004,Triangle,generalization,15,3,,
273,7.0,0.0097558,0.4,0.015,1.0,0.75795,1.0,0.3,5.0,15.0,-0.53631,2.5468299999999995,Triangle,generalization,15,4,,
274,3.5539,0.001,0.47276,0.02002,0.99913,0.80089,0.99901,0.30064,2.4983,14.992,-0.00049557,2.09678,Triangle,generalization,15,5,,
275,3.0994,0.001,0.1,0.04,0.92525,1.0667,0.61544,0.6,2.5,30.0,0.11111,1.80107,Triangle,generalization,16,1,,
276,4.9816,0.0070027,0.27026,0.020125,0.48482,0.80562,1.0014,1.0433,6.4619,14.484,-0.00045039,1.49658,Triangle,generalization,16,2,,
277,5.0,0.0023333,0.2,0.03,0.375,0.99999,1.0,0.6,10.5,15.0,0.0,1.7873900000000003,Triangle,generalization,16,3,,
278,6.0024,0.001,0.16707,0.01625,0.75881,0.7989,0.99878,0.29921,2.5021,10.007,0.00061,2.0872,Triangle,generalization,16,4,,
279,5.5086,0.0038429,0.19121,0.016667,1.0,0.8,1.0,1.2619,2.8333,30.0,-3.1809e-06,1.95619,Triangle,generalization,16,5,,
280,6.6569,0.01,0.3,0.02,1.0,0.57135,0.5401,0.6,5.0,20.0,0.0,1.5152999999999999,Triangle,generalization,17,1,,
281,9.9999,0.0029971,0.50852,0.019997,1.0007,0.80069,0.99924,1.0006,5.247,30.006,-1.8331,2.21399,Triangle,generalization,17,2,,
282,6.0,0.0099999,0.2,0.02,1.0,0.8,0.59086,0.66666,3.5,20.0,0.0,2.19794,Triangle,generalization,17,3,,
283,8.7452,0.001,0.59707,0.01,0.99625,0.39696,0.79592,0.33053,6.7952,6.1464,-0.0021687,2.07064,Triangle,generalization,17,4,,
284,7.3986,0.001,0.32404,0.01,1.0,0.4,0.8,1.0,2.5,15.0,0.0,1.74897,Triangle,generalization,17,5,,
285,4.1247,0.0062008,0.073995,0.022018,0.83965,0.8,1.0,0.3,2.5,15.0,0.0,1.49401,Triangle,generalization,18,1,,
286,10.0,0.001,0.3,0.01,1.0,0.26912,1.5,0.33333,3.3333,30.0,0.01294,1.6918,Triangle,generalization,18,2,,
287,7.2057,0.001,0.22083,0.021042,1.0456,0.7538,0.94792,0.36615,2.5911,15.417,0.026041,1.5324300000000002,Triangle,generalization,18,3,,
288,10.0,0.001,0.2,0.011111,1.1941,0.65084,1.0,0.3,2.5,15.0,-0.30007,2.10106,Triangle,generalization,18,4,,
289,7.3313,0.001,0.28994,0.03,0.90362,0.78635,1.0,0.3,3.5,10.0,0.0,1.834,Triangle,generalization,18,5,,
290,3.2285,0.005,0.28487,0.01,0.5,1.106,0.12165,0.4075,5.9543,15.0,0.0,2.46149,Triangle,generalization,19,1,,
291,5.5034,0.0095005,0.69987,0.020004,1.4301,1.6002,-0.75266,0.26804,4.6662,5.5454,0.00010512,2.2776,Triangle,generalization,19,2,,
292,5.64,0.0034081,0.50659,0.030089,0.69873,1.3765,-0.41117,0.076197,4.1353,15.926,-0.20973,1.9857399999999998,Triangle,generalization,19,3,,
293,10.0,0.0199,0.19647,0.01,1.0041,1.5586,0.68976,0.15819,5.19,15.368,-0.61987,1.97484,Triangle,generalization,19,4,,
294,1.1365,0.0065743,0.34684,0.036301,0.53752,1.1642,0.85624,0.34902,5.5393,15.657,-0.13607,1.98354,Triangle,generalization,19,5,,
295,4.6841,0.001,0.21362,0.018333,0.99999,0.69767,0.75492,0.3,2.7637,15.0,-0.21128,2.0815900000000003,Triangle,generalization,20,1,,
296,5.4147,0.001,0.22484,0.02,1.0,0.8,0.8,0.6,3.9504,20.0,0.0,1.68032,Triangle,generalization,20,2,,
297,3.2368,0.0092332,0.1,0.02,1.0,0.8,0.77988,0.4,4.1667,7.9541,-0.033333,1.95961,Triangle,generalization,20,3,,
298,7.462,0.001,0.55,0.017839,1.0,0.8,1.0,0.3,4.6667,15.0,0.0,1.7186800000000002,Triangle,generalization,20,4,,
299,4.7705,0.0066157,0.28159,0.013333,0.85417,0.88191,0.83333,0.40833,5.1667,63.25,0.11111,1.62332,Triangle,generalization,20,5,,
300,5.6607,0.0041433,0.29798,0.01,0.86999,0.90117,0.66163,0.51983,3.0918,17.706,0.16942,2.58862,Triangle,generalization,21,1,,
301,10.0,0.0052437,0.32639,0.035006,0.85239,0.53187,1.6746,1.5934,4.0682,27.961,1.3878e-17,2.07424,Triangle,generalization,21,2,,
302,5.0,0.02,0.2,0.02,1.0,0.48294,1.0,1.6728,3.3333,10.0,0.0,1.71528,Triangle,generalization,21,3,,
303,4.5203,0.0044807,0.19964,0.020906,0.99966,0.80336,0.93099,1.506,2.4905,14.985,0.06004,1.8037800000000002,Triangle,generalization,21,4,,
304,4.1828,0.0070022,0.19998,0.01,0.78092,0.59833,0.99981,1.23,2.7179,13.334,0.12185,1.7371799999999997,Triangle,generalization,21,5,,
305,3.0652,0.0034441,0.077758,0.019331,0.51673,0.46787,0.89143,0.27825,2.912,9.8159,-0.016727,1.67912,Triangle,generalization,22,1,,
306,8.0,0.001,0.12153,0.024726,0.5,0.67244,0.8,0.3,3.5,15.0,-0.41753,1.9670099999999997,Triangle,generalization,22,2,,
307,4.3082,0.001,0.21111,0.022339,0.375,0.55495,1.0309,0.3,3.5,20.0,0.0,2.04437,Triangle,generalization,22,3,,
308,7.525,0.0048444,0.2,0.017778,0.25,0.48986,1.0,0.3,5.5512,12.214,0.18439,1.94668,Triangle,generalization,22,4,,
309,2.8688,0.01175,0.070238,0.02125,0.4117,0.85625,0.74375,0.40245,2.7516,14.5,0.03125,1.74771,Triangle,generalization,22,5,,
310,5.5099,0.005,0.2,0.01,0.46619,0.8,0.8,0.3,7.0,26.667,0.0,1.5369599999999999,Triangle,generalization,23,1,,
311,3.1842,0.001,0.12308,0.016506,0.88059,0.8,0.86543,0.3,4.6667,44.842,6.0555e-06,1.7078000000000002,Triangle,generalization,23,2,,
312,3.0,0.0019802,0.0,0.02,0.52778,0.8,0.835,0.3,5.0,21.091,-0.13309,1.7083000000000002,Triangle,generalization,23,3,,
313,2.8914,0.001,0.1,0.020444,0.5,1.0,0.5916,0.3,4.5926,15.0,-3.1091e-06,1.50652,Triangle,generalization,23,4,,
314,3.0,0.001,0.0,0.027895,1.0,0.8,0.66228,0.62159,2.5,15.0,0.0,1.70137,Triangle,generalization,23,5,,
315,7.498,0.0091593,0.049682,0.020401,0.39201,0.74977,1.475,-0.35956,3.8378,14.84,0.041648,2.0300100000000003,Triangle,generalization,24,1,,
316,3.0,0.01,0.1,0.01,0.5,0.8,1.0,0.3,2.5,10.0,0.0,1.7677500000000002,Triangle,generalization,24,2,,
317,3.073,0.0075,0.094349,0.02255,0.82062,0.59075,1.1213,0.35729,3.72,14.995,-2.0219e-06,1.64541,Triangle,generalization,24,3,,
318,7.5152,0.001,0.20557,0.017959,1.0463,0.39415,0.84962,-0.98402,3.1617,12.256,0.075188,1.74243,Triangle,generalization,24,4,,
319,5.0,0.01,0.19346,0.015,1.0745,0.67505,1.0,0.3,3.5,15.0,0.0,1.37559,Triangle,generalization,24,5,,
320,3.0,0.001,0.27306,0.02,0.875,0.72008,1.0,0.4,3.3333,20.0,0.0,1.7433800000000002,Triangle,generalization,25,1,,
321,5.275,0.005,0.2,0.04,1.0,0.54154,1.0,0.3,2.5,15.0,0.0,1.82913,Triangle,generalization,25,2,,
322,5.0,0.01,0.3,0.016384,1.0,0.8,1.0,0.3,2.5,15.0,0.0,2.01426,Triangle,generalization,25,3,,
323,3.8622,0.0085,0.1,0.012222,0.95833,0.62539,0.51994,0.3,2.5,15.0,0.0,1.82143,Triangle,generalization,25,4,,
324,2.9993,0.0049973,0.20008,0.019993,0.9997,0.7997,0.99966,0.30022,2.5006,19.996,-0.00016889,2.0369800000000002,Triangle,generalization,25,5,,
325,5.0,0.0045996,0.19451,0.026397,1.0,0.8,0.95464,0.44597,5.5355,13.333,-6.0555e-06,1.71981,Triangle,generalization,26,1,,
326,3.027,0.001,0.19446,0.01,1.0026,0.077301,0.98615,0.391,2.6652,14.889,0.0069267,1.8393799999999998,Triangle,generalization,26,2,,
327,4.8478,0.0046312,0.21125,0.016559,1.0088,0.55479,0.98954,0.30651,4.6848,29.916,-0.40872,1.6433,Triangle,generalization,26,3,,
328,6.1788,0.001,0.27583,0.01,0.82008,0.34286,1.3006,0.45387,5.6172,17.821,-0.17634,1.6902300000000001,Triangle,generalization,26,4,,
329,6.1738,0.005,0.2,0.03,1.7469,0.66893,1.0,0.3,3.3333,20.0,-0.46825,1.83363,Triangle,generalization,26,5,,
330,3.0,0.0059566,0.2,0.02,0.48611,0.8,1.5158,0.3,3.3333,15.0,0.0,1.7714100000000002,Triangle,generalization,27,1,,
331,1.2525,0.001,0.2,0.02,0.83333,0.68016,1.1111,0.3,2.5,15.0,-0.22256,1.8051299999999997,Triangle,generalization,27,2,,
332,5.9112,0.001,0.3013,0.021258,0.99019,0.8,2.3474,0.31482,4.0741,20.0,-4.081e-06,1.8207999999999998,Triangle,generalization,27,3,,
333,3.6753,0.001,0.1,0.02,0.50453,0.76031,1.5,0.0,2.5,10.0,0.11111,1.8716800000000002,Triangle,generalization,27,4,,
334,2.2315,0.001,0.18745,0.026066,1.1021,0.72966,1.1111,0.13477,2.5,15.0,0.0,1.89402,Triangle,generalization,27,5,,
335,3.162,0.001,0.29592,0.01,0.99694,0.58905,0.8037,0.39505,3.876,26.758,-0.063647,2.2745,Triangle,generalization,28,1,,
336,6.9588,0.007,0.19103,0.02443,0.50321,0.79422,0.80111,0.50382,4.6859,18.282,-0.0032119,2.17783,Triangle,generalization,28,2,,
337,3.3212,0.0097458,0.16667,0.01,1.0,0.8,0.88889,0.3,3.5,15.0,0.0,1.93359,Triangle,generalization,28,3,,
338,2.7583,0.001,0.31845,0.024268,1.1005,0.91153,1.0399,0.15904,4.7831,15.991,-0.3789,1.9438600000000001,Triangle,generalization,28,4,,
339,3.0,0.005,0.31667,0.02,0.95833,0.8,1.0,0.3,5.0,30.0,0.33333,1.9082399999999997,Triangle,generalization,28,5,,
340,2.2905,0.001,0.2,0.015777,0.56251,0.99004,1.7278,-0.025,4.2083,19.0,0.20155,1.57753,Triangle,generalization,29,1,,
341,3.9435,0.001,0.19012,0.01,0.95833,0.8,1.0,0.3,3.916,9.6455,0.0,1.8766299999999998,Triangle,generalization,29,2,,
342,3.0,0.001,0.20661,0.02,1.0,1.0,1.0,0.3,2.9222,15.0,0.0,1.59627,Triangle,generalization,29,3,,
343,2.9997,0.0050014,0.30011,0.01,0.84637,0.99982,1.0002,0.39988,3.707,20.001,-8.9692e-05,1.4876399999999999,Triangle,generalization,29,4,,
344,2.5167,0.001827,0.3,0.02,1.0,0.8,1.0,0.3,3.5,16.374,0.0,1.95165,Triangle,generalization,29,5,,
345,1.027,0.0045,0.28153,0.040202,0.95485,0.44375,0.88915,1.3074,4.0684,103.16,-0.036178,2.0049799999999998,Triangle,generalization,30,1,,
346,4.2255,0.0075242,0.2293,0.01,0.58563,0.22491,0.65334,1.0102,3.8747,55.22,4.1777e-05,2.04775,Triangle,generalization,30,2,,
347,6.3803,0.01,0.3,0.01,0.69599,0.4,0.53032,0.5,6.3981,10.0,0.0,2.4724999999999997,Triangle,generalization,30,3,,
348,0.35812,0.015,0.23333,0.018333,0.52939,0.24809,0.8,0.88774,3.5,27.088,-0.43111,2.0616899999999996,Triangle,generalization,30,4,,
349,3.517,0.0053312,0.20839,0.02,1.0123,0.30112,0.78384,0.91951,3.5,14.074,-0.17464,2.384,Triangle,generalization,30,5,,
350,9.0454,0.0031343,0.16667,0.033333,0.92708,0.68446,0.78706,0.24583,3.4653,15.667,0.083333,1.83017,Triangle,generalization,31,1,,
351,7.2587,0.001,0.3,0.02,1.0,0.68374,1.0,0.3,3.5,15.0,0.0,2.03045,Triangle,generalization,31,2,,
352,7.0,0.001,0.0,0.025228,0.33333,0.4,1.0,0.14963,3.0866,15.0,0.0,1.9669800000000002,Triangle,generalization,31,3,,
353,7.3434,0.0085686,0.13769,0.018261,0.92393,0.72176,1.0869,0.35651,4.3193,19.522,-0.043469,2.0234,Triangle,generalization,31,4,,
354,10.0,0.005,0.2,0.023333,0.625,0.8,1.0,0.3,5.0,30.0,0.0,1.5743,Triangle,generalization,31,5,,
355,6.063,0.0050305,0.11081,0.025,0.53611,0.67405,0.75,0.4625,4.1341,28.0,0.125,1.85823,Triangle,generalization,32,1,,
356,6.0,0.001,0.20472,0.015738,0.5,0.3382,1.1313,0.66667,3.5,15.0,-6.0555e-06,1.43991,Triangle,generalization,32,2,,
357,5.0,0.001,0.2,0.02,0.5,0.64402,0.99999,0.2875,5.0,15.0,0.0,1.9384599999999998,Triangle,generalization,32,3,,
358,5.0,0.0043333,0.1,0.02,0.5,0.52391,0.6523,0.3,3.7668,15.0,-0.18419,1.51464,Triangle,generalization,32,4,,
359,9.0892,0.001,0.27822,0.024924,0.92445,0.32656,1.0957,0.19563,5.2641,15.557,-4.6247e-05,1.3290300000000002,Triangle,generalization,32,5,,
360,3.0866,0.018312,0.21777,0.019112,1.0389,0.57595,0.8935,0.27113,6.9887,14.181,0.022218,2.47237,Triangle,generalization,33,1,,
361,10.0,0.01,0.2,0.02,0.25,0.50564,1.0,-0.82386,2.4945,30.0,0.0,2.50004,Triangle,generalization,33,2,,
362,6.0098,0.0077778,0.2242,0.015054,0.41358,0.29317,1.1963,-1.6813,5.0,14.027,-0.44486,2.62674,Triangle,generalization,33,3,,
363,0.1,0.0076088,0.29444,0.020185,1.0071,0.25915,0.79634,0.30602,4.9838,14.926,-0.0046296,2.2233899999999998,Triangle,generalization,33,4,,
364,3.0,0.005,0.2,0.02,0.33333,0.21351,1.6667,-0.92215,3.3333,15.0,0.0,1.6451,Triangle,generalization,33,5,,
365,5.4587,0.001,0.27072,0.018414,0.7354,0.071251,1.0074,0.29517,3.5906,14.18,-0.0025796,1.99191,Triangle,generalization,34,1,,
366,7.3679,0.001,0.28803,0.01,0.84372,0.4,1.0,0.4,3.5,15.0,0.0,1.88357,Triangle,generalization,34,2,,
367,5.2222,0.001,0.263,0.01,0.71463,0.17434,0.88777,0.25991,3.4413,10.531,0.030836,1.97885,Triangle,generalization,34,3,,
368,7.0,0.0039603,0.2,0.02,1.0,0.18413,1.0,0.67356,3.5,10.0,0.33333,1.89206,Triangle,generalization,34,4,,
369,3.9349,0.0034927,0.29776,0.027224,0.4555,-0.017807,1.3615,0.77114,3.966,19.387,0.15258,1.7141099999999998,Triangle,generalization,34,5,,
370,8.1452,0.008714,0.25919,0.010338,1.448,0.48724,0.74668,0.33851,2.0348,-367.71,-1.6395e-06,2.6489599999999998,Triangle,generalization,35,1,,
371,2.9981,0.0099874,0.32475,0.47523,0.99819,0.82774,0.96646,0.30254,2.5121,14.682,0.0019553,2.50227,Triangle,generalization,35,2,,
