,stopping probability,feature drop rate,lapse rate,active scaling constant,center weight,connected 2-in-a-row weight,unconnected 2-in-a-row weight,3-in-a-row weight,4-in-a-row weight,log-likelihood,model,experiment,participant,cross-validation group,session number,time limit
203,0.002178,0.11601,0.01,0.63013,1.2156,1.2967,0.24694,4.2596,47.9,2.3133100000000004,No pruning,generalization,1,4,,
204,0.005,0.2,0.01,0.5,1.0,1.3225,0.14319,5.0,-12.391,1.5923,No pruning,generalization,1,5,,
205,0.001,0.26697,0.01826,1.1672,2.4193,0.69113,0.36332,3.5013,14.995,1.24533,No pruning,generalization,2,1,,
206,0.0014142,0.11225,0.02,1.2825,1.6,0.72222,0.3,2.5,15.0,1.7505099999999998,No pruning,generalization,2,2,,
207,0.001,0.13333,0.019444,0.94924,1.9413,1.0,0.39008,2.8334,-35.0,1.0699139999999998,No pruning,generalization,2,3,,
208,0.001,0.4,0.01,0.78882,1.6728,1.5264,0.41212,7.0,11.519,1.2531299999999999,No pruning,generalization,2,4,,
209,0.005,0.0,0.03,0.8158,1.0,1.0,0.3,2.5,15.0,1.3157,No pruning,generalization,2,5,,
210,0.010916,0.2678,0.01,0.5,-0.014384,0.81607,-3.2531e-06,30.0,26.667,2.07177,No pruning,generalization,3,1,,
211,0.010029,0.48767,0.019884,0.99491,0.40407,0.58376,0.29622,4.6536,14.953,2.22207,No pruning,generalization,3,2,,
212,0.0050017,0.18811,0.017223,0.5001,0.23531,0.77325,0.30014,2.3333,15.091,2.1938400000000002,No pruning,generalization,3,3,,
213,0.0052623,0.31311,0.020034,0.3684,-0.36074,1.2632,0.12892,2.8727,17.106,2.31355,No pruning,generalization,3,4,,
214,0.0076178,0.0,0.03,0.25,0.16622,0.55624,0.33333,1.5,15.0,2.21155,No pruning,generalization,3,5,,
215,0.44478,0.29537,0.28294,0.93052,0.97565,1.2199,0.27794,4.1635,104.2,2.6238799999999998,No pruning,generalization,4,1,,
216,0.2459,0.031985,0.24,1.0,1.0,1.0,0.1244,5.0,15.0,2.60661,No pruning,generalization,4,2,,
217,0.010114,0.18466,0.50708,0.9889,0.94728,0.89032,0.27268,2.5222,15.101,2.82332,No pruning,generalization,4,3,,
218,0.41645,0.2,0.36388,1.0,1.0667,1.0,0.16035,2.5,20.0,2.74771,No pruning,generalization,4,4,,
219,0.02,0.3,0.24,0.875,1.6,0.41598,0.3,2.5,15.0,2.84864,No pruning,generalization,4,5,,
220,0.001,0.30001,0.029994,0.32767,0.39996,2.0003,0.99987,2.5004,19.997,2.93709,No pruning,generalization,5,1,,
221,0.01,0.2,0.01,1.0,0.4,1.0,0.3,2.5,15.0,2.49611,No pruning,generalization,5,2,,
222,0.01,0.2,0.02,1.0,0.68864,0.75271,0.18228,2.5,15.0,2.7487500000000002,No pruning,generalization,5,3,,
223,0.0056837,0.64506,0.145,1.0,-0.05296,0.8,-2.7,22.968,-135.0,2.3549999999999995,No pruning,generalization,5,4,,
224,0.011286,0.29999,0.054093,0.99579,0.54898,0.99123,0.2943,2.652,11.164,2.51233,No pruning,generalization,5,5,,
225,0.001,0.33907,0.01,1.2241,1.3357,0.77071,0.34846,2.335,13.258,1.6977900000000001,No pruning,generalization,6,1,,
226,0.001,0.38126,0.011866,0.93603,0.83971,0.93722,0.4591,3.8971,21.355,1.7173900000000004,No pruning,generalization,6,2,,
227,0.001,0.15785,0.01,0.95855,0.7749,1.152,1.3808,2.4171,15.379,1.80212,No pruning,generalization,6,3,,
228,0.001,0.24598,0.022098,1.0501,1.0234,0.89509,0.23181,2.6836,14.161,1.4765599999999999,No pruning,generalization,6,4,,
229,0.0012957,0.20847,0.031166,1.0604,1.0916,0.83591,0.5441,2.5275,-53.046,1.51735,No pruning,generalization,6,5,,
230,0.001,0.32759,0.019815,1.0081,0.80833,0.71746,0.4404,3.3495,14.926,2.0745099999999996,No pruning,generalization,7,1,,
231,0.0057748,0.083333,0.025452,0.28764,0.91667,0.77892,0.53638,2.6204,15.061,1.9382799999999996,No pruning,generalization,7,2,,
232,0.0019385,0.13337,0.025558,0.38509,0.84498,0.8332,0.92168,2.4864,9.7771,1.8298400000000001,No pruning,generalization,7,3,,
233,0.001,0.53514,0.021128,0.57437,0.82945,0.90771,0.39356,5.5079,32.36,1.57281,No pruning,generalization,7,4,,
234,0.0058013,0.19422,0.022003,0.42444,0.9075,0.89984,0.46511,2.6753,18.948,1.75263,No pruning,generalization,7,5,,
235,0.0015784,0.43412,0.01,1.0,0.65388,1.0,0.66667,11.667,15.0,2.28484,No pruning,generalization,8,1,,
236,0.0055392,0.1,0.04,1.1667,0.65811,-0.065094,0.3,3.3334,4.4366,1.97512,No pruning,generalization,8,2,,
237,0.0030482,0.62039,0.01,1.0853,0.77959,0.96293,0.2759,6.9166,14.703,1.8731699999999996,No pruning,generalization,8,3,,
238,0.0049737,0.34218,0.019934,2.2186,0.40059,0.54916,0.43119,2.7835,11.732,1.8552,No pruning,generalization,8,4,,
239,0.0015411,0.2,0.02,0.25,0.34717,1.0,0.5,5.0,15.0,1.5494300000000003,No pruning,generalization,8,5,,
240,0.005,0.23089,0.02,0.31213,0.4,0.99999,0.3,3.4562,15.0,1.9952299999999998,No pruning,generalization,9,1,,
241,0.001,0.3,0.01,1.0556,0.22284,0.92262,0.4,3.5,15.0,1.96693,No pruning,generalization,9,2,,
242,0.0049998,0.37078,0.01,0.94455,0.44438,0.9009,0.099949,6.6669,14.999,2.15851,No pruning,generalization,9,3,,
243,0.001,0.16667,0.02,1.0,0.4,0.8,0.3,2.5,15.0,1.9204599999999998,No pruning,generalization,9,4,,
244,0.0051817,0.3178,0.020237,0.73474,0.2534,0.62073,0.3,7.0,15.0,2.0271600000000003,No pruning,generalization,9,5,,
245,0.0013748,0.303,0.029813,0.56911,0.70232,1.4928,0.29134,3.5204,-40.135,2.1629899999999997,No pruning,generalization,10,1,,
246,0.001,0.057738,0.020348,0.25,0.34705,1.3543,0.28864,2.5314,15.144,2.18801,No pruning,generalization,10,2,,
247,0.001,0.37286,0.01,0.82428,0.31493,1.0082,0.29734,3.4486,19.914,1.8177799999999997,No pruning,generalization,10,3,,
248,0.001,0.3,0.02,0.5,0.8,1.1313,0.5,3.5,-135.0,2.09572,No pruning,generalization,10,4,,
249,0.007265,0.287,0.020433,0.49319,0.80778,1.0217,0.31889,3.5488,-138.89,1.8602699999999999,No pruning,generalization,10,5,,
250,0.89441,0.19238,0.039353,1.2774,0.85534,0.78279,0.31924,2.6475,-19.36,2.04636,No pruning,generalization,11,1,,
251,1.0,0.42602,0.019982,1.4594,0.83903,1.0434,0.32819,2.4921,15.347,1.63398,No pruning,generalization,11,2,,
252,0.02,0.15818,0.02,0.55938,0.8,0.8,-1.1034,2.5,-26.007,2.3159099999999997,No pruning,generalization,11,3,,
253,1.0,0.27312,0.020121,1.2594,0.80547,0.99393,0.11402,2.4894,15.049,2.32476,No pruning,generalization,11,4,,
254,1.0,0.4,0.023333,1.1305,0.8,1.0,0.3,2.837,20.0,1.85731,No pruning,generalization,11,5,,
255,0.001,0.1525,0.01,0.25,0.20391,1.116,0.875,3.375,11.0,2.20539,No pruning,generalization,12,1,,
256,0.0033922,0.20269,0.058796,0.83453,0.40003,0.80102,0.17658,3.3353,15.009,1.9996699999999996,No pruning,generalization,12,2,,
257,0.001,0.37311,0.021781,0.7221,0.44445,1.0,0.3,3.5,4.0958,1.96767,No pruning,generalization,12,3,,
258,0.005537,0.2409,0.01,0.53125,0.34167,1.3313,0.81931,3.8611,19.125,2.0455699999999997,No pruning,generalization,12,4,,
259,0.0035786,0.2,0.017157,0.5,0.34454,0.8,0.3,5.0,15.0,2.1412199999999997,No pruning,generalization,12,5,,
260,0.003,0.19415,0.017257,0.375,0.8,1.0,0.4,5.0,15.0,1.45314,No pruning,generalization,13,1,,
261,0.001,0.10683,0.028598,0.36111,1.0126,1.002,1.4349,3.3113,19.899,1.9543200000000003,No pruning,generalization,13,2,,
262,0.001,0.40699,0.021178,0.74985,1.2742,0.76629,0.77793,5.398,11.001,2.00516,No pruning,generalization,13,3,,
263,0.001,0.3,0.01,1.0,0.8,0.84025,0.3,2.5,15.0,2.0967599999999997,No pruning,generalization,13,4,,
264,0.0049953,0.21171,0.021508,0.49982,1.0,0.75883,0.30038,5.001,40.006,1.62236,No pruning,generalization,13,5,,
265,0.0087939,0.26919,0.02,0.25,0.45687,1.2943,-0.98547,3.4726,5.1581,2.6178600000000003,No pruning,generalization,14,1,,
266,0.017325,0.3155,0.035,0.40023,0.575,1.25,0.4625,4.0625,22.625,2.03765,No pruning,generalization,14,2,,
267,0.012823,0.19993,0.020555,0.51362,0.49035,1.0278,0.30227,2.5486,30.222,2.16435,No pruning,generalization,14,3,,
268,0.83098,0.2,0.04,1.0,0.45099,0.74445,0.0,3.5,15.0,1.79088,No pruning,generalization,14,4,,
269,0.012497,0.18598,0.032608,0.45833,0.39314,1.2667,0.3128,103.19,-6.3377,1.9946800000000002,No pruning,generalization,14,5,,
270,0.001,0.2,0.02,2.072,0.49181,1.0,0.5,1.5,30.0,2.20185,No pruning,generalization,15,1,,
271,0.0046057,0.17661,0.018749,1.0547,0.40746,0.85628,0.30693,2.6094,11.599,1.96784,No pruning,generalization,15,2,,
272,0.0034745,0.3,0.01,2.0,0.8,0.8,0.4,2.5,-13.091,2.1421099999999997,No pruning,generalization,15,3,,
273,0.001,0.39581,0.01,0.98821,0.77293,0.96569,0.18167,3.2733,14.726,2.51793,No pruning,generalization,15,4,,
274,0.0038749,0.20141,0.020071,1.2696,0.80317,1.0035,0.29771,2.4938,15.028,1.9540400000000002,No pruning,generalization,15,5,,
275,0.0013146,0.18472,0.01,1.0815,1.2636,0.90715,1.0173,2.5833,22.187,1.80568,No pruning,generalization,16,1,,
276,0.005806,0.19801,0.019901,0.50249,1.005,0.99503,2.2079,4.9913,19.948,1.54946,No pruning,generalization,16,2,,
277,0.001,0.4,0.01,0.92076,0.8,1.0,0.3,5.0,5.955,1.8336900000000003,No pruning,generalization,16,3,,
278,0.001,0.19921,0.020025,0.99708,0.68493,1.0031,0.39994,2.4917,7.698,2.0570000000000004,No pruning,generalization,16,4,,
279,0.0045223,0.067561,0.017162,0.36321,0.73747,1.2027,1.5181,3.0198,15.144,1.9854200000000002,No pruning,generalization,16,5,,
280,0.0043979,0.16667,0.027863,0.25,0.4,1.0,1.0,3.3333,15.0,1.46162,No pruning,generalization,17,1,,
281,0.0020735,0.41161,0.03026,0.89062,0.52967,1.125,0.68125,4.9106,14.0,2.24953,No pruning,generalization,17,2,,
282,0.001,0.697,0.037086,1.442,0.82899,0.27422,0.75084,3.7339,10.294,2.19661,No pruning,generalization,17,3,,
283,0.001,0.29341,0.022038,0.88184,0.28889,0.51476,0.3,2.5,20.0,2.11762,No pruning,generalization,17,4,,
284,0.001,0.2037,0.01,0.25,0.63355,0.79167,1.9348,2.4838,18.244,1.7885799999999996,No pruning,generalization,17,5,,
285,0.0021408,0.21287,0.028936,1.0282,0.37747,1.0322,0.016092,2.4437,9.7381,1.45761,No pruning,generalization,18,1,,
286,0.001,0.24923,0.02,0.875,0.64292,2.0,0.5,3.3333,10.0,1.71847,No pruning,generalization,18,2,,
287,0.0044042,0.16667,0.032447,1.0729,0.58747,1.319,0.24583,3.1875,15.667,1.51088,No pruning,generalization,18,3,,
288,0.0010833,0.2,0.03,1.039,0.8,1.0,0.0,3.5,15.0,2.1180200000000005,No pruning,generalization,18,4,,
289,0.001,0.19923,0.019876,0.94751,0.57109,1.0124,0.29196,2.9584,19.932,1.88429,No pruning,generalization,18,5,,
290,0.0025,0.61576,0.02583,0.48723,1.0857,0.71374,0.34465,4.9214,-14.815,2.65276,No pruning,generalization,19,1,,
291,0.00555,0.75027,0.024303,1.0345,1.0007,1.0394,0.24604,4.9532,14.978,2.10276,No pruning,generalization,19,2,,
292,0.001,0.57356,0.036667,0.61499,0.98704,0.66937,0.38525,7.3974,276.5,2.12249,No pruning,generalization,19,3,,
293,0.0062664,0.47601,0.096408,1.2852,0.88073,0.59363,0.23296,3.5001,15.0,1.95945,No pruning,generalization,19,4,,
294,0.001,0.29703,0.019931,0.99498,0.82168,-0.27544,0.30373,2.51,30.046,2.06167,No pruning,generalization,19,5,,
295,0.001,0.24648,0.01,0.97569,0.80667,0.80533,0.49212,5.0486,20.292,2.0916099999999997,No pruning,generalization,20,1,,
296,0.0059985,0.23338,0.01,0.66665,0.83758,1.0835,0.35425,9.5785,13.792,1.7061699999999997,No pruning,generalization,20,2,,
297,0.005,0.37659,0.021535,1.0634,0.8,1.0,0.3,7.0,20.0,1.84481,No pruning,generalization,20,3,,
298,0.0018316,0.22704,0.020001,1.2732,0.75835,0.78855,0.46664,2.7778,16.666,1.89399,No pruning,generalization,20,4,,
299,0.001,0.21257,0.019786,1.1667,0.68791,1.0,1.1352,3.3333,15.0,1.84118,No pruning,generalization,20,5,,
300,0.0039042,0.4,0.02,1.0,0.8,1.0,0.4,3.3333,15.0,2.4649899999999993,No pruning,generalization,21,1,,
301,0.005,0.48194,0.02,1.0,0.8,1.0,0.3,2.5,15.0,2.2669499999999996,No pruning,generalization,21,2,,
302,0.0093478,0.3,0.02423,1.082,0.4,0.82878,1.3834,2.5,7.0171,1.70592,No pruning,generalization,21,3,,
303,0.0047169,0.31541,0.030063,0.53936,0.55555,0.99999,1.9688,2.6111,7.9787,2.0941,No pruning,generalization,21,4,,
304,0.01359,0.30714,0.01,0.72917,0.35,1.6111,0.625,3.375,2.5215,2.00971,No pruning,generalization,21,5,,
305,0.0044708,0.26063,0.021262,0.45436,0.59581,0.77311,0.54748,5.397,16.815,1.74487,No pruning,generalization,22,1,,
306,0.0058333,0.31619,0.02,0.67607,0.69893,1.0,0.14711,3.9159,15.0,1.9389200000000002,No pruning,generalization,22,2,,
307,0.005,0.17806,0.01,0.52586,0.61653,0.83324,0.12188,5.0,14.137,2.1565199999999995,No pruning,generalization,22,3,,
308,0.0036239,0.12963,0.038889,0.47222,0.53333,1.0,0.25838,2.5,17.295,1.9754999999999998,No pruning,generalization,22,4,,
309,0.001,0.0067688,0.01,0.25,0.71727,0.72109,0.32778,2.375,11.0,1.75649,No pruning,generalization,22,5,,
310,0.001,0.033333,0.058193,0.30556,0.8,1.0653,0.3,2.5,15.0,1.6811400000000003,No pruning,generalization,23,1,,
311,0.0032008,0.18882,0.020455,0.96676,0.83936,0.79999,0.29971,3.4576,0.89214,1.8528600000000002,No pruning,generalization,23,2,,
312,0.005,0.2,0.06,0.67115,0.8,0.72704,0.3,5.0,30.0,1.6619199999999998,No pruning,generalization,23,3,,
313,0.0048577,0.26366,0.016798,0.52528,0.84552,1.0506,1.0253,19.261,15.022,1.5112299999999999,No pruning,generalization,23,4,,
314,0.005,0.0,0.015,0.5,0.8,1.0,0.6,5.0,15.0,1.66218,No pruning,generalization,23,5,,
315,0.001,0.20563,0.02,1.0,0.8,1.0,0.3,2.5,15.0,1.9729199999999998,No pruning,generalization,24,1,,
316,0.0083501,0.2,0.03,1.0,0.8,0.8,0.0,7.0,-13.456,1.91529,No pruning,generalization,24,2,,
317,0.001,0.19175,0.010833,1.0301,0.79874,0.95708,0.13263,5.8678,11.445,1.73068,No pruning,generalization,24,3,,
318,0.001,0.23364,0.01037,0.97424,0.73434,0.91545,0.41705,3.3004,19.582,1.7313000000000003,No pruning,generalization,24,4,,
319,0.0034487,0.41572,0.01,1.0,0.8,1.0,0.3,5.624,17.222,1.2753999999999999,No pruning,generalization,24,5,,
320,0.005,0.26667,0.01105,1.5601,0.54937,0.75233,0.36667,2.5,30.0,1.7914099999999997,No pruning,generalization,25,1,,
321,0.001,0.35538,0.0125,1.0351,0.6459,0.96511,0.47012,2.5,5.9001,1.9378,No pruning,generalization,25,2,,
322,0.0045982,0.2,0.02,1.2897,0.8,1.0,0.3,2.5,15.0,1.9961200000000001,No pruning,generalization,25,3,,
323,0.0077201,0.25457,0.026667,0.94425,0.77756,1.0,0.16526,3.3333,15.0,1.73533,No pruning,generalization,25,4,,
324,0.0038548,0.1,0.032458,1.1415,0.42839,0.8,0.4,2.5,7.4054,2.01212,No pruning,generalization,25,5,,
325,0.0049035,0.27939,0.029518,1.2209,0.78914,0.98794,0.30784,5.0211,-134.9,1.7999500000000002,No pruning,generalization,26,1,,
326,0.001,0.34876,0.041495,1.1622,0.25524,1.5,0.12906,5.875,24.0,1.83538,No pruning,generalization,26,2,,
327,0.00125,0.10002,0.020002,1.0415,0.54478,1.0001,0.39995,3.3332,14.999,1.72885,No pruning,generalization,26,3,,
328,0.001,5.8725e-06,0.01,1.3842,0.41058,0.85254,1.3402,3.3598,14.879,1.9894900000000004,No pruning,generalization,26,4,,
329,0.001,0.2,0.017778,1.0274,0.54718,1.0,0.3,2.5,15.0,1.78333,No pruning,generalization,26,5,,
330,0.0022678,0.10722,0.01,0.31107,1.0,1.439,0.064698,2.6328,20.0,2.01565,No pruning,generalization,27,1,,
331,0.0058114,0.083333,0.03,0.65375,0.5447,1.5016,0.3,2.5,-135.0,1.6346600000000002,No pruning,generalization,27,2,,
332,0.0035185,0.086746,0.01,0.51574,0.69654,2.2274,0.3,2.5,15.0,1.9496699999999998,No pruning,generalization,27,3,,
333,0.001,0.42946,0.020582,0.63206,0.7423,2.6707,-1.9476,4.0943,16.81,2.05731,No pruning,generalization,27,4,,
334,0.015,0.2,0.02,0.5,0.8,1.5,0.3,3.442,15.0,1.8369900000000001,No pruning,generalization,27,5,,
335,0.0046284,0.2,0.02,1.0,0.8,1.0,0.4,3.3333,6.4723,2.34142,No pruning,generalization,28,1,,
336,0.0033619,0.37831,0.036146,1.0,0.8,0.66843,0.25039,7.0,20.0,2.29315,No pruning,generalization,28,2,,
337,0.005,0.27044,0.02,1.0,0.4,0.8,0.5,5.0,5.6485,2.04321,No pruning,generalization,28,3,,
338,0.0036954,0.26626,0.03907,0.94816,0.77561,0.89137,0.576,32.262,-59.139,1.9994500000000002,No pruning,generalization,28,4,,
339,0.0056488,0.27081,0.01,1.071,0.87299,0.65345,0.42814,5.1419,14.351,1.9031499999999997,No pruning,generalization,28,5,,
340,1.0,0.31754,0.018443,0.66971,1.0538,1.2189,0.25882,2.2669,13.934,1.74576,No pruning,generalization,29,1,,
341,0.003,0.075055,0.020597,0.81316,0.99999,1.0,0.3,3.5,14.028,2.0366799999999996,No pruning,generalization,29,2,,
342,0.89193,0.37196,0.022858,0.80633,1.0538,1.553,0.204,3.155,13.822,2.09271,No pruning,generalization,29,3,,
343,0.0085974,0.072263,0.042085,0.86897,1.1149,1.1303,0.16611,3.2872,15.306,1.6846299999999998,No pruning,generalization,29,4,,
344,0.0026445,0.10528,0.021145,1.0852,0.95611,0.73961,0.34362,2.6174,14.463,2.26129,No pruning,generalization,29,5,,
345,0.0075991,0.20616,0.0319,0.604,0.50534,0.32382,0.98585,4.2405,11.173,2.02697,No pruning,generalization,30,1,,
346,0.01037,0.21062,0.020586,0.51553,0.43951,0.8,1.3045,25.064,94.444,2.19269,No pruning,generalization,30,2,,
347,0.01,0.2,0.02,0.5,0.4,0.66615,1.0479,5.0,15.0,2.33266,No pruning,generalization,30,3,,
348,1.0,0.16176,0.011054,0.69227,0.26222,0.63097,1.4498,3.9225,28.498,2.14781,No pruning,generalization,30,4,,
349,0.99999,0.2487,0.016693,0.57043,0.4,0.8,1.1166,6.4655,30.0,2.44772,No pruning,generalization,30,5,,
350,0.005,0.2,0.03,1.0,0.8,0.8,0.5,3.5,10.0,1.831,No pruning,generalization,31,1,,
351,0.0036301,0.19726,0.017895,0.64107,0.91613,1.1712,0.32215,4.7003,31.37,2.06191,No pruning,generalization,31,2,,
352,0.001,0.2,0.02,0.75241,0.8,0.8874,0.3,3.5,15.0,1.86876,No pruning,generalization,31,3,,
353,0.001,0.2,0.03,1.0,0.65413,1.0098,0.4,3.3704,15.0,1.9331800000000001,No pruning,generalization,31,4,,
354,0.001,0.17289,0.02,0.49049,0.76423,1.0,0.3,4.3604,7.8322,1.6580100000000002,No pruning,generalization,31,5,,
355,0.005,0.2,0.020477,1.0,0.66947,0.8,0.3,3.5,15.0,1.89086,No pruning,generalization,32,1,,
356,0.0014444,0.37181,0.01,0.5,0.64248,1.0,0.3,4.6667,15.0,1.43444,No pruning,generalization,32,2,,
357,0.005,0.1,0.02,0.25,0.69436,1.0,0.24002,5.0,15.0,1.9258099999999998,No pruning,generalization,32,3,,
358,0.0034225,0.077472,0.02,0.89269,0.4,0.74658,0.3,3.5,20.0,1.5786,No pruning,generalization,32,4,,
359,0.0050274,0.36042,0.054047,0.40479,0.39011,1.25,0.2487,4.5625,17.0,1.42063,No pruning,generalization,32,5,,
360,0.757,0.18115,0.010833,0.52954,0.52743,0.94093,0.4513,110.85,-60.284,2.3863,No pruning,generalization,33,1,,
361,0.0085553,0.0,0.021025,0.4135,0.24637,1.2201,-0.41567,3.3333,17.222,2.42418,No pruning,generalization,33,2,,
362,0.0029026,0.18447,0.020207,0.43269,0.40451,1.1269,0.28837,3.4722,12.791,2.6996200000000004,No pruning,generalization,33,3,,
363,0.02,0.15,0.02,0.5,0.28326,1.0,-0.90196,3.5,15.0,2.04219,No pruning,generalization,33,4,,
364,0.0098416,0.2,0.029533,0.25,0.21868,1.0,0.34587,3.5,5.6042,1.6106200000000002,No pruning,generalization,33,5,,
365,0.001,0.4383,0.01,0.91676,0.1004,0.98678,0.56777,6.9992,-16.961,2.0542,No pruning,generalization,34,1,,
366,0.0020016,0.10024,0.030814,0.49878,0.079606,0.80155,0.29985,2.497,15.014,1.9870999999999999,No pruning,generalization,34,2,,
367,0.001,0.0,0.01,0.55951,0.18496,1.1663,0.70385,1.7762,12.635,2.21835,No pruning,generalization,34,3,,
368,0.001,0.22993,0.022222,0.45833,0.27259,1.1481,1.559,3.1042,14.654,1.88334,No pruning,generalization,34,4,,
369,0.004,0.2,0.019444,1.0,0.21867,0.8,0.3,2.5,13.932,1.7388400000000002,No pruning,generalization,34,5,,
370,0.03412,0.22968,0.023349,1.1466,0.7814,1.1694,0.41023,4.692,14.063,2.8054,No pruning,generalization,35,1,,
371,0.022222,0.53333,0.16245,1.3333,0.8,1.0,0.4,2.6178,15.0,2.38679,No pruning,generalization,35,2,,
372,0.019922,0.37017,0.026598,2.0002,0.89074,0.80185,0.30134,2.4964,14.984,2.8089699999999995,No pruning,generalization,35,3,,
373,0.0091154,0.4,0.49627,1.0,1.0667,1.0,0.2,5.0,30.0,2.56843,No pruning,generalization,35,4,,
374,0.019994,0.20008,0.019988,1.3396,0.63956,1.0006,0.15913,2.5002,29.995,3.1094700000000004,No pruning,generalization,35,5,,
375,0.005,0.3029,0.01,1.0414,0.71629,1.0,0.3,3.3333,11.667,2.0022100000000003,No pruning,generalization,36,1,,
376,0.0038641,0.2,0.02,1.0,0.8,0.66334,0.6,2.5,4.7285,2.15938,No pruning,generalization,36,2,,
377,0.0052629,0.1724,0.020351,0.99261,0.80158,0.83046,0.7332,2.8955,-71.457,1.96768,No pruning,generalization,36,3,,
378,0.0087762,0.52267,0.022199,0.78238,0.58407,1.1406,0.4914,8.4971,13.11,1.7252299999999998,No pruning,generalization,36,4,,
379,0.001,0.20627,0.018653,0.87318,0.66173,1.0169,0.55622,2.6179,14.461,1.8267400000000003,No pruning,generalization,36,5,,
380,0.0017742,0.17669,0.01,0.92856,1.6307,1.2534,0.43223,7.0067,7.5502,1.7004899999999998,No pruning,generalization,37,1,,
381,0.0027386,0.2,0.015714,0.44412,1.0954,1.5,0.33333,3.2876,-56.778,1.56631,No pruning,generalization,37,2,,
382,0.001,0.0,0.015926,0.25,0.90749,1.1444,0.15704,4.4415,10.799,1.84608,No pruning,generalization,37,3,,
383,0.001,0.16143,0.021151,0.50772,1.3329,1.0003,0.30021,4.013,62.779,1.26732,No pruning,generalization,37,4,,
384,0.001,0.25311,0.02,0.25,1.0,1.2837,0.0,3.9243,30.0,1.28931,No pruning,generalization,37,5,,
385,0.0033487,0.125,0.019392,0.89062,0.46633,0.57439,0.21875,3.7812,14.021,2.01801,No pruning,generalization,38,1,,
386,0.009976,0.12779,0.03,1.0,0.4845,0.58476,0.3,3.3889,8.0062,1.9163599999999998,No pruning,generalization,38,2,,
387,0.0039093,0.1,0.02,1.0,0.4,0.58188,0.27884,2.5,20.0,1.7441,No pruning,generalization,38,3,,
388,0.0068906,0.19994,0.021533,0.99989,0.43558,0.7898,0.49985,3.3337,3.9399,2.2091,No pruning,generalization,38,4,,
389,0.0063628,0.20313,0.01,1.0305,0.2291,0.777,0.29728,3.5413,14.853,2.05063,No pruning,generalization,38,5,,
390,0.0022894,0.1041,0.039499,1.007,0.45012,0.92817,0.42244,3.3384,4.8865,2.3050299999999995,No pruning,generalization,39,1,,
391,0.0023499,0.2,0.01,0.25,0.45307,1.5111,0.3,2.5,15.0,2.05265,No pruning,generalization,39,2,,
392,0.0049438,0.3,0.021888,0.73544,0.76033,0.8,0.6,3.5,23.333,2.07346,No pruning,generalization,39,3,,
393,0.0036667,0.2,0.02,0.25,0.74922,1.0,0.43333,2.5,10.0,1.7641000000000002,No pruning,generalization,39,4,,
394,0.02,0.2,0.02,0.25,0.8,1.0,0.3,2.5,-135.0,2.1915999999999998,No pruning,generalization,39,5,,
395,0.001,0.4,0.016667,0.99999,0.8,1.0,0.3,3.3333,15.0,1.60304,No pruning,generalization,40,1,,
396,0.001,0.38556,0.034231,0.824,1.25,0.56858,0.625,3.375,11.0,2.3184999999999993,No pruning,generalization,40,2,,
397,0.0040804,0.44124,0.018128,0.99194,0.85926,0.9625,0.53084,9.3333,13.852,1.4897900000000002,No pruning,generalization,40,3,,
398,0.0049124,0.10388,0.016521,1.0096,0.72047,1.0109,0.32604,5.6828,14.912,2.0899199999999998,No pruning,generalization,40,4,,
399,0.0027202,0.27027,0.023075,0.84657,0.83869,0.94406,0.74372,22.216,28.357,2.01355,No pruning,generalization,40,5,,
400,0.0031246,0.14088,0.023616,1.0269,0.50221,1.1328,0.33213,6.5421,17.384,1.65972,No pruning,eye tracking,1,1,,
401,0.001,0.23973,0.02084,0.91562,0.771,1.0335,0.078257,7.0,-1502.7,1.62867,No pruning,eye tracking,1,2,,
402,0.0036703,0.2,0.02,0.5,0.8,0.8,0.0,14.81,15.0,1.9125,No pruning,eye tracking,1,3,,
403,0.0032644,0.3,0.04,1.0,0.4,1.3333,0.4,7.0,15.0,1.23883,No pruning,eye tracking,1,4,,
404,0.005,0.07709,0.02,0.5,0.4,1.0,0.3,12.272,15.0,1.2361499999999999,No pruning,eye tracking,1,5,,
405,0.59825,0.17162,0.06386,0.5,0.8,1.0377,0.3,3.3334,15.0,2.38824,No pruning,eye tracking,2,1,,
406,0.0075,0.22943,0.127,1.0,0.62447,0.71625,0.4,2.5,15.0,2.1020399999999997,No pruning,eye tracking,2,2,,
