,pruning threshold,stopping probability,feature drop rate,lapse rate,active scaling constant,log-likelihood,model,experiment,participant,cross-validation group,session number,time limit
813,3.0,0.01,0.2,0.02,1.362,1.67528,Optimal weights,learning,15,4,3.0,
814,3.0,0.005,0.2,0.015042,1.362,1.62095,Optimal weights,learning,15,5,3.0,
815,5.0061,0.015023,0.24519,0.022959,3.3817,1.7616399999999999,Optimal weights,learning,15,1,4.0,
816,2.9997,0.0026898,0.26907,0.02,1.6593,1.74387,Optimal weights,learning,15,2,4.0,
817,2.9693,0.001,0.23695,0.01,1.9741,1.64308,Optimal weights,learning,15,3,4.0,
818,2.7329,0.001,0.19978,0.039755,1.3734,1.9710100000000002,Optimal weights,learning,15,4,4.0,
819,1.6705,0.0026975,0.2,0.01,1.362,1.47491,Optimal weights,learning,15,5,4.0,
820,3.5966,0.020026,0.19969,0.030046,3.3841,1.9198499999999998,Optimal weights,learning,15,1,5.0,
821,3.0686,0.001,0.22262,0.01,1.586,1.4054699999999998,Optimal weights,learning,15,2,5.0,
822,3.1108,0.01,0.2,0.01,2.3388,1.857,Optimal weights,learning,15,3,5.0,
823,2.3093,0.005,0.1455,0.010939,1.362,1.2955200000000002,Optimal weights,learning,15,4,5.0,
824,1.5445,0.020137,0.1814,0.01,1.37,1.8011199999999998,Optimal weights,learning,15,5,5.0,
825,4.8347,0.0092463,0.22323,0.015,1.135,1.5781100000000001,Optimal weights,learning,16,1,1.0,
826,2.55,0.045,0.19041,0.028758,1.362,1.75036,Optimal weights,learning,16,2,1.0,
827,3.0182,0.02,0.2,0.016453,1.5523,1.96883,Optimal weights,learning,16,3,1.0,
828,3.4408,0.0072342,0.28189,0.015999,1.8868,1.7181199999999996,Optimal weights,learning,16,4,1.0,
829,5.3631,0.0049992,0.1707,0.020028,1.9753,1.97338,Optimal weights,learning,16,5,1.0,
830,3.6408,0.005,0.2,0.01,1.9278,1.7021899999999999,Optimal weights,learning,16,1,2.0,
831,3.578,0.008949,0.32596,0.01,2.1108,1.56908,Optimal weights,learning,16,2,2.0,
832,3.0,0.0058333,0.3,0.02,1.362,1.8910699999999998,Optimal weights,learning,16,3,2.0,
833,3.0,0.01,0.2117,0.02,2.1734,1.6656099999999998,Optimal weights,learning,16,4,2.0,
834,2.883,0.0095964,0.22851,0.021702,1.6056,1.5904800000000001,Optimal weights,learning,16,5,2.0,
835,4.0691,0.001,0.2,0.04,1.2069,2.12593,Optimal weights,learning,16,1,3.0,
836,5.2044,0.0019994,0.36481,0.020001,1.3623,1.89699,Optimal weights,learning,16,2,3.0,
837,5.1253,0.01,0.28684,0.03,2.0072,1.8369499999999999,Optimal weights,learning,16,3,3.0,
838,6.9686,0.001,0.26815,0.02774,1.227,1.80216,Optimal weights,learning,16,4,3.0,
839,3.0,0.01,0.2,0.02,1.362,1.8588099999999996,Optimal weights,learning,16,5,3.0,
840,2.5167,0.0041663,0.2,0.023769,1.135,1.9761600000000001,Optimal weights,learning,16,1,4.0,
841,10.0,0.0028413,0.47502,0.015176,1.8757,1.68127,Optimal weights,learning,16,2,4.0,
842,7.8971,0.001,0.41838,0.050457,2.0232,1.76004,Optimal weights,learning,16,3,4.0,
843,3.4183,0.0064734,0.28581,0.024291,1.1087,1.8947300000000002,Optimal weights,learning,16,4,4.0,
844,10.0,0.001,0.3,0.025838,1.362,1.99478,Optimal weights,learning,16,5,4.0,
845,8.7756,0.001,0.44509,0.03,1.6066,1.6800800000000002,Optimal weights,learning,16,1,5.0,
846,5.9999,0.0066665,0.2,0.022148,1.362,1.8872900000000001,Optimal weights,learning,16,2,5.0,
847,7.0,0.02,0.2,0.02,1.362,1.63416,Optimal weights,learning,16,3,5.0,
848,3.0,0.02,0.21528,0.03,1.362,1.9092600000000002,Optimal weights,learning,16,4,5.0,
849,5.0,0.01,0.2,0.02,1.362,2.0914999999999995,Optimal weights,learning,16,5,5.0,
850,4.1833,0.001,0.21061,0.03,2.38,0.9795619999999999,Optimal weights,learning,17,1,1.0,
851,5.025,0.001,0.21082,0.01,1.9526,1.2993400000000002,Optimal weights,learning,17,2,1.0,
852,5.3381,0.001,0.12695,0.017305,1.2029,1.7503799999999998,Optimal weights,learning,17,3,1.0,
853,7.0,0.001,0.2,0.019688,1.362,1.4182299999999999,Optimal weights,learning,17,4,1.0,
854,9.028,0.001,0.2,0.03,1.362,1.5858899999999998,Optimal weights,learning,17,5,1.0,
855,3.0,0.001,0.2971,0.023333,1.362,1.9828400000000002,Optimal weights,learning,17,1,2.0,
856,3.019,0.001,0.2841,0.026353,1.3506,1.76527,Optimal weights,learning,17,2,2.0,
857,5.0,0.001,0.25,0.02192,1.362,1.8280999999999998,Optimal weights,learning,17,3,2.0,
858,10.0,0.0033825,0.39999,0.01,2.0284,2.1333500000000005,Optimal weights,learning,17,4,2.0,
859,7.0043,0.001,0.39248,0.022283,1.3626,1.9580099999999998,Optimal weights,learning,17,5,2.0,
860,3.0,0.005,0.2,0.02,1.362,1.4957999999999998,Optimal weights,learning,17,1,3.0,
861,6.7114,0.001,0.205,0.020235,1.3477,1.41286,Optimal weights,learning,17,2,3.0,
862,7.9203,0.0031361,0.21605,0.02466,1.6372,1.7452999999999999,Optimal weights,learning,17,3,3.0,
863,4.3491,0.001,0.32532,0.02115,1.3899,1.8178899999999998,Optimal weights,learning,17,4,3.0,
864,5.0,0.001,0.29647,0.02,1.362,1.6201700000000003,Optimal weights,learning,17,5,3.0,
865,3.5805,0.0032823,0.18829,0.015893,1.6916,1.6616399999999998,Optimal weights,learning,17,1,4.0,
866,3.0,0.005,0.2,0.023333,1.4212,1.6017500000000002,Optimal weights,learning,17,2,4.0,
867,8.4149,0.0088735,0.2,0.020727,1.663,1.9743199999999999,Optimal weights,learning,17,3,4.0,
868,5.0,0.01,0.2,0.02,1.362,1.4379300000000002,Optimal weights,learning,17,4,4.0,
869,5.0,0.01,0.2,0.02,1.9644,1.46218,Optimal weights,learning,17,5,4.0,
870,6.8948,0.001,0.20606,0.02423,1.362,1.8631299999999995,Optimal weights,learning,17,1,5.0,
871,2.9104,0.001,0.19063,0.01,1.3297,1.82089,Optimal weights,learning,17,2,5.0,
872,5.0347,0.001,0.21384,0.023371,1.3722,1.71493,Optimal weights,learning,17,3,5.0,
873,10.0,0.001,0.19905,0.059431,1.3613,1.7793599999999998,Optimal weights,learning,17,4,5.0,
874,3.8365,0.001,0.22121,0.021701,1.1426,1.44052,Optimal weights,learning,17,5,5.0,
875,2.9988,0.010012,0.46309,0.02,1.3647,2.2974299999999994,Optimal weights,learning,18,1,1.0,
876,5.0,0.0074982,0.6,0.02,1.2864,2.18035,Optimal weights,learning,18,2,1.0,
877,5.0115,0.010749,0.41142,0.074057,1.6061,2.21565,Optimal weights,learning,18,3,1.0,
878,4.3644,0.005,0.50482,0.020693,1.7591,2.3182400000000003,Optimal weights,learning,18,4,1.0,
879,3.0,0.0079954,0.44814,0.03,1.4377,2.3235799999999998,Optimal weights,learning,18,5,1.0,
880,6.0,0.011667,0.25186,0.01,1.362,2.30946,Optimal weights,learning,18,1,2.0,
881,10.0,0.0059531,0.4349,0.043617,2.9404,2.18459,Optimal weights,learning,18,2,2.0,
882,7.8751,0.0037106,0.48678,0.01,1.6682,2.1848,Optimal weights,learning,18,3,2.0,
883,8.4189,0.0087038,0.6186,0.012843,2.7674,1.95499,Optimal weights,learning,18,4,2.0,
884,6.0,0.01,0.2,0.02,1.362,2.39216,Optimal weights,learning,18,5,2.0,
885,8.2162,0.0065428,0.34643,0.032664,1.5008,2.0397600000000002,Optimal weights,learning,18,1,3.0,
886,5.0,0.02,0.2,0.02,1.362,2.14337,Optimal weights,learning,18,2,3.0,
887,8.3349,0.0079391,0.39934,0.019274,1.3613,2.19484,Optimal weights,learning,18,3,3.0,
888,9.1417,0.001,0.57667,0.019764,2.6697,2.32373,Optimal weights,learning,18,4,3.0,
889,10.0,0.01,0.27245,0.02,1.5322,1.93852,Optimal weights,learning,18,5,3.0,
890,7.4283,0.001,0.41423,0.034364,1.1688,1.89837,Optimal weights,learning,18,1,4.0,
891,5.444,0.002,0.31865,0.015,1.362,2.20108,Optimal weights,learning,18,2,4.0,
892,7.0533,0.001,0.47408,0.024385,1.8766,1.6035800000000002,Optimal weights,learning,18,3,4.0,
893,10.0,0.0055161,0.58988,0.016793,1.944,1.9808299999999999,Optimal weights,learning,18,4,4.0,
894,5.9256,0.0038136,0.37955,0.021127,1.4211,2.12516,Optimal weights,learning,18,5,4.0,
895,5.486,0.001,0.2648,0.01,1.362,2.0270900000000003,Optimal weights,learning,18,1,5.0,
896,8.0,0.005,0.2,0.02,1.4203,1.92589,Optimal weights,learning,18,2,5.0,
897,10.0,0.001,0.3,0.027507,1.362,1.61205,Optimal weights,learning,18,3,5.0,
898,10.0,0.010022,0.2533,0.034234,2.2409,1.78457,Optimal weights,learning,18,4,5.0,
899,9.9999,0.0036897,0.28573,0.061524,1.9438,2.05078,Optimal weights,learning,18,5,5.0,
900,9.975,0.001,0.47418,0.01,1.9526,1.8023399999999998,Optimal weights,learning,19,1,1.0,
901,9.9999,0.001,0.4,0.015,1.362,1.66814,Optimal weights,learning,19,2,1.0,
902,10.0,0.005,0.3,0.02,1.362,1.58759,Optimal weights,learning,19,3,1.0,
903,5.0,0.001,0.28084,0.03,1.0204,1.7374500000000002,Optimal weights,learning,19,4,1.0,
904,10.0,0.0059608,0.25401,0.038138,1.7363,1.63828,Optimal weights,learning,19,5,1.0,
905,3.5998,0.001,0.28681,0.03,1.5409,2.07709,Optimal weights,learning,19,1,2.0,
906,5.1392,0.001,0.50111,0.01,2.0303,1.92156,Optimal weights,learning,19,2,2.0,
907,3.0,0.001,0.3,0.02224,1.362,1.89164,Optimal weights,learning,19,3,2.0,
908,3.2626,0.001,0.29005,0.03,1.362,1.9919999999999998,Optimal weights,learning,19,4,2.0,
909,2.9869,0.001,0.38428,0.037506,1.4111,1.6886799999999997,Optimal weights,learning,19,5,2.0,
910,10.0,0.001,0.2,0.03,1.362,1.89777,Optimal weights,learning,19,1,3.0,
911,10.0,0.00451,0.30012,0.020006,1.3617,1.59733,Optimal weights,learning,19,2,3.0,
912,3.0111,0.0049854,0.20063,0.019945,1.3584,1.77568,Optimal weights,learning,19,3,3.0,
913,7.0,0.01,0.2,0.02,1.362,1.6488799999999997,Optimal weights,learning,19,4,3.0,
914,10.0,0.001,0.2,0.021429,1.362,1.7919,Optimal weights,learning,19,5,3.0,
915,8.8037,0.0011846,0.50204,0.027433,1.1219,2.03622,Optimal weights,learning,19,1,4.0,
916,5.1222,0.001,0.4654,0.019996,1.3625,2.16738,Optimal weights,learning,19,2,4.0,
917,9.4391,0.0074435,0.35811,0.039869,2.1275,1.79196,Optimal weights,learning,19,3,4.0,
918,7.1013,0.014301,0.42342,0.020781,1.6863,1.5719600000000002,Optimal weights,learning,19,4,4.0,
919,5.0,0.001,0.4226,0.03,1.362,1.7587999999999997,Optimal weights,learning,19,5,4.0,
920,9.6667,0.0021369,0.19825,0.01,1.3621,1.53418,Optimal weights,learning,19,1,5.0,
921,10.0,0.0026245,0.34701,0.023322,1.44,1.8553799999999998,Optimal weights,learning,19,2,5.0,
922,2.7694,0.001,0.19815,0.019246,1.3514,1.43731,Optimal weights,learning,19,3,5.0,
923,4.9017,0.001,0.2,0.027184,1.362,1.6283999999999998,Optimal weights,learning,19,4,5.0,
924,6.5698,0.001,0.214,0.026258,1.5132,1.6186399999999999,Optimal weights,learning,19,5,5.0,
925,2.841,0.001,0.27746,0.026871,1.4583,1.41363,Optimal weights,learning,20,1,1.0,
926,2.9225,0.005,0.27053,0.020006,1.4074,1.5602700000000003,Optimal weights,learning,20,2,1.0,
927,1.9431,0.019961,0.16855,0.01,1.3117,2.4776300000000004,Optimal weights,learning,20,3,1.0,
928,5.0,0.016815,0.25239,0.02,1.362,1.64375,Optimal weights,learning,20,4,1.0,
929,4.919,0.0085,0.1975,0.021875,1.4605,2.00523,Optimal weights,learning,20,5,1.0,
930,6.928,0.001,0.39363,0.016546,2.8009,1.59026,Optimal weights,learning,20,1,2.0,
931,3.84,0.001,0.36738,0.01,1.9574,1.7677000000000003,Optimal weights,learning,20,2,2.0,
932,5.7221,0.0059345,0.34536,0.01,1.9526,2.0576,Optimal weights,learning,20,3,2.0,
933,4.2632,0.016366,0.27314,0.01,1.9539,1.7500399999999998,Optimal weights,learning,20,4,2.0,
934,3.7203,0.0047714,0.35755,0.018805,2.0555,1.9251,Optimal weights,learning,20,5,2.0,
935,6.775,0.016208,0.12588,0.01,1.362,2.1875600000000004,Optimal weights,learning,20,1,3.0,
936,3.0,0.02,0.2,0.02,1.362,1.86163,Optimal weights,learning,20,2,3.0,
937,6.0,0.005,0.2,0.03,1.362,2.31711,Optimal weights,learning,20,3,3.0,
938,9.0,0.011551,0.15317,0.026667,1.362,1.90933,Optimal weights,learning,20,4,3.0,
939,4.9999,0.019984,0.20002,0.022767,1.1346,2.13561,Optimal weights,learning,20,5,3.0,
940,3.0,0.014206,0.23393,0.01,1.362,2.1026,Optimal weights,learning,20,1,4.0,
941,7.3454,0.0089502,0.30243,0.045246,1.4653,1.89648,Optimal weights,learning,20,2,4.0,
942,2.2127,0.02,0.2,0.02,1.362,1.7436,Optimal weights,learning,20,3,4.0,
943,7.0,0.01,0.2,0.02,1.362,1.9893200000000004,Optimal weights,learning,20,4,4.0,
944,5.0,0.003,0.3,0.02,1.362,2.02663,Optimal weights,learning,20,5,4.0,
945,2.8234,0.0060136,0.37756,0.019768,1.3829,1.86327,Optimal weights,learning,20,1,5.0,
946,4.8106,0.001,0.46194,0.01,1.3463,1.87864,Optimal weights,learning,20,2,5.0,
947,3.3738,0.0099835,0.38441,0.01,1.3698,2.04665,Optimal weights,learning,20,3,5.0,
948,7.0,0.014263,0.4,0.01,3.5643,1.7912699999999997,Optimal weights,learning,20,4,5.0,
949,3.8161,0.001,0.27481,0.040144,1.5352,2.0898700000000003,Optimal weights,learning,20,5,5.0,
950,2.9993,0.023306,0.50712,0.01,1.6666,2.1453300000000004,Optimal weights,learning,21,1,1.0,
951,2.8377,0.001,0.52393,0.02,1.362,2.18898,Optimal weights,learning,21,2,1.0,
952,7.7928,0.001,0.46507,0.018055,1.3631,2.41857,Optimal weights,learning,21,3,1.0,
953,2.8389,0.02,0.3,0.035,1.362,2.2727099999999996,Optimal weights,learning,21,4,1.0,
954,2.5516,0.001,0.44475,0.03,1.362,2.1621700000000006,Optimal weights,learning,21,5,1.0,
955,2.5059,0.011123,0.2312,0.034241,2.266,2.02008,Optimal weights,learning,21,1,2.0,
956,3.57,0.001,0.30858,0.029992,1.221,2.08955,Optimal weights,learning,21,2,2.0,
957,4.7193,0.005,0.3109,0.03,2.7867,2.1415099999999994,Optimal weights,learning,21,3,2.0,
958,8.6344,0.001,0.31326,0.04,1.362,1.77964,Optimal weights,learning,21,4,2.0,
959,5.0,0.005,0.3,0.019095,1.362,2.11354,Optimal weights,learning,21,5,2.0,
960,2.5199,0.001,0.20003,0.030002,1.9713,2.02424,Optimal weights,learning,21,1,3.0,
961,3.5378,0.001,0.33718,0.037498,1.5126,2.1899699999999998,Optimal weights,learning,21,2,3.0,
962,3.2329,0.001,0.45048,0.02194,2.0764,1.63492,Optimal weights,learning,21,3,3.0,
963,2.0345,0.01001,0.20023,0.020012,1.3619,1.7819300000000002,Optimal weights,learning,21,4,3.0,
964,2.7548,0.001,0.2025,0.022045,1.4541,1.96263,Optimal weights,learning,21,5,3.0,
965,4.9225,0.0014444,0.28333,0.038426,2.5495,2.05235,Optimal weights,learning,21,1,4.0,
966,3.2631,0.0060794,0.32637,0.048095,2.2019,1.8821999999999999,Optimal weights,learning,21,2,4.0,
967,5.2297,0.001,0.31173,0.01,2.9994,1.98785,Optimal weights,learning,21,3,4.0,
968,3.0093,0.0024745,0.27452,0.018519,1.3577,1.8238500000000002,Optimal weights,learning,21,4,4.0,
969,10.0,0.001,0.30052,0.019967,1.373,2.1556,Optimal weights,learning,21,5,4.0,
970,2.0382,0.001,0.27386,0.026667,1.546,1.8524,Optimal weights,learning,21,1,5.0,
971,6.0563,0.013321,0.30269,0.01,4.1595,2.1196399999999995,Optimal weights,learning,21,2,5.0,
972,3.0,0.01,0.21099,0.02,1.362,2.0662700000000003,Optimal weights,learning,21,3,5.0,
973,10.0,0.001,0.40027,0.030016,2.0595,2.18296,Optimal weights,learning,21,4,5.0,
974,4.9377,0.001,0.41499,0.089999,3.2874,1.9572600000000002,Optimal weights,learning,21,5,5.0,
975,3.3673,0.29317,0.1631,0.01,2.9053,1.91384,Optimal weights,learning,22,1,1.0,
976,7.0104,0.24731,0.18643,0.019866,3.4385,1.66066,Optimal weights,learning,22,2,1.0,
977,2.0829,0.022801,0.22099,0.015,1.362,1.9473600000000002,Optimal weights,learning,22,3,1.0,
978,2.0539,0.022366,0.37804,0.010956,3.2716,1.7797899999999998,Optimal weights,learning,22,4,1.0,
979,4.5776,0.39937,0.21109,0.01,2.5412,1.7042099999999998,Optimal weights,learning,22,5,1.0,
980,10.0,0.0066667,0.21067,0.02,1.6387,1.9819,Optimal weights,learning,22,1,2.0,
981,6.2199,0.0049457,0.3258,0.017452,1.5941,1.5693899999999998,Optimal weights,learning,22,2,2.0,
982,7.9992,0.0092033,0.20404,0.020189,1.3623,1.5710400000000002,Optimal weights,learning,22,3,2.0,
983,10.0,0.012294,0.2,0.02,1.362,1.8140399999999999,Optimal weights,learning,22,4,2.0,
984,3.4903,0.0075,0.2,0.02,1.362,1.8160900000000002,Optimal weights,learning,22,5,2.0,
985,2.7023,0.0059873,0.15829,0.021254,2.046,1.44614,Optimal weights,learning,22,1,3.0,
986,5.5427,0.0069905,0.19992,0.015329,4.2891,1.51508,Optimal weights,learning,22,2,3.0,
987,2.7167,0.0036667,0.11919,0.012343,1.8936,1.4071,Optimal weights,learning,22,3,3.0,
988,4.1072,0.02,0.14342,0.04,2.7241,1.23753,Optimal weights,learning,22,4,3.0,
989,4.6517,0.02,0.2,0.019694,3.3817,1.6215499999999998,Optimal weights,learning,22,5,3.0,
990,3.5028,0.001,0.19986,0.020181,1.4842,1.79786,Optimal weights,learning,22,1,4.0,
991,4.1468,0.0047809,0.23848,0.01955,1.4185,1.8204000000000005,Optimal weights,learning,22,2,4.0,
992,4.7278,0.005,0.26667,0.026667,1.362,1.65903,Optimal weights,learning,22,3,4.0,
993,3.0,0.0091009,0.2,0.02,1.362,1.7413899999999998,Optimal weights,learning,22,4,4.0,
994,5.8363,0.003,0.23236,0.02,1.362,1.91021,Optimal weights,learning,22,5,4.0,
995,5.8282,0.001,0.19829,0.038583,1.9159,1.5091499999999998,Optimal weights,learning,22,1,5.0,
996,10.0,0.001,0.13785,0.01319,1.4993,1.8803100000000004,Optimal weights,learning,22,2,5.0,
997,10.0,0.01,0.2,0.02,1.362,1.86447,Optimal weights,learning,22,3,5.0,
998,3.0,0.0036085,0.2,0.023459,1.362,1.61189,Optimal weights,learning,22,4,5.0,
999,9.9999,0.001,0.2,0.01,1.362,1.5267699999999997,Optimal weights,learning,22,5,5.0,
1000,2.9978,0.0040067,0.19999,0.014989,1.3634,2.31263,Optimal weights,learning,23,1,1.0,
1001,5.0,0.005,0.16667,0.02,1.362,1.74478,Optimal weights,learning,23,2,1.0,
1002,3.0,0.0066296,0.19788,0.016667,1.2864,1.85357,Optimal weights,learning,23,3,1.0,
1003,5.0,0.01,0.2,0.02,1.362,1.62424,Optimal weights,learning,23,4,1.0,
1004,3.6374,0.001,0.3,0.018791,1.362,1.5172599999999998,Optimal weights,learning,23,5,1.0,
1005,4.0333,0.001,0.30821,0.020313,2.1201,1.72031,Optimal weights,learning,23,1,2.0,
1006,7.2764,0.001,0.3,0.02,2.0312,1.70508,Optimal weights,learning,23,2,2.0,
1007,3.0,0.01,0.2,0.02,1.362,1.92017,Optimal weights,learning,23,3,2.0,
1008,4.3826,0.001,0.29429,0.021309,1.8576,1.68824,Optimal weights,learning,23,4,2.0,
1009,5.0,0.001,0.3,0.01,2.3777,1.5393199999999998,Optimal weights,learning,23,5,2.0,
1010,7.413,0.001,0.30371,0.02006,2.5372,1.60767,Optimal weights,learning,23,1,3.0,
1011,6.425,0.001,0.2,0.021562,1.9576,1.8416799999999998,Optimal weights,learning,23,2,3.0,
1012,6.2602,0.0061411,0.26634,0.020365,1.9485,1.81768,Optimal weights,learning,23,3,3.0,
1013,6.0,0.001,0.15785,0.023964,1.362,1.8386699999999998,Optimal weights,learning,23,4,3.0,
1014,4.9231,0.0087666,0.27639,0.01,2.0341,2.08297,Optimal weights,learning,23,5,3.0,
1015,7.3614,0.001,0.4831,0.029943,2.1994,1.5517699999999999,Optimal weights,learning,23,1,4.0,
1016,7.7991,0.001,0.32079,0.030002,2.0334,1.8297899999999998,Optimal weights,learning,23,2,4.0,
1017,8.0339,0.0010405,0.28372,0.030717,2.2108,1.61888,Optimal weights,learning,23,3,4.0,
1018,7.0846,0.001,0.38925,0.020001,2.0581,1.8593699999999997,Optimal weights,learning,23,4,4.0,
1019,5.7232,0.01,0.29432,0.02,1.362,1.9670999999999998,Optimal weights,learning,23,5,4.0,
1020,5.0,0.01,0.2,0.02,1.362,1.97205,Optimal weights,learning,23,1,5.0,
1021,4.2999,0.01,0.2,0.02,1.362,1.9939,Optimal weights,learning,23,2,5.0,
1022,5.0,0.01,0.2,0.02,1.362,1.84189,Optimal weights,learning,23,3,5.0,
1023,6.7797,0.001,0.37716,0.02,1.5492,1.6003700000000003,Optimal weights,learning,23,4,5.0,
1024,5.0,0.01,0.2,0.02,1.362,1.171,Optimal weights,learning,23,5,5.0,
1025,5.1235,0.0079791,0.22625,0.02,2.7241,1.78982,Optimal weights,learning,24,1,1.0,
1026,2.1881,0.001,0.2645,0.01,1.3443,1.74192,Optimal weights,learning,24,2,1.0,
1027,2.4899,0.001,0.24447,0.02,1.362,1.70944,Optimal weights,learning,24,3,1.0,
1028,5.0,0.001,0.2,0.02,1.362,1.70276,Optimal weights,learning,24,4,1.0,
1029,2.55,0.001,0.2,0.03,1.362,2.11409,Optimal weights,learning,24,5,1.0,
1030,6.4714,0.001,0.28215,0.0127,1.362,1.90631,Optimal weights,learning,24,1,2.0,
1031,10.0,0.001,0.32946,0.035299,1.4279,1.75612,Optimal weights,learning,24,2,2.0,
1032,6.2661,0.001,0.51547,0.01,1.828,1.96955,Optimal weights,learning,24,3,2.0,
1033,7.126,0.001,0.59645,0.01,2.0116,1.8912299999999997,Optimal weights,learning,24,4,2.0,
1034,5.2496,0.001,0.39146,0.03054,1.9547,2.0851200000000003,Optimal weights,learning,24,5,2.0,
1035,4.2644,0.001,0.45054,0.016681,1.3692,1.7274700000000003,Optimal weights,learning,24,1,3.0,
1036,7.553,0.0050909,0.38986,0.019651,1.3795,1.7616600000000002,Optimal weights,learning,24,2,3.0,
1037,5.0,0.001,0.31529,0.03,1.362,1.8193199999999998,Optimal weights,learning,24,3,3.0,
1038,4.9928,0.001,0.36176,0.039396,1.3632,1.8654799999999998,Optimal weights,learning,24,4,3.0,
1039,7.0,0.0070923,0.38315,0.03,1.414,2.1778199999999996,Optimal weights,learning,24,5,3.0,
1040,10.0,0.0086909,0.51387,0.018826,2.634,2.03286,Optimal weights,learning,24,1,4.0,
1041,10.0,0.016004,0.3197,0.04631,1.2826,2.12967,Optimal weights,learning,24,2,4.0,
1042,8.3615,0.001,0.44671,0.01,1.7051,2.09107,Optimal weights,learning,24,3,4.0,
1043,4.9999,0.001,0.6,0.03,1.362,1.74248,Optimal weights,learning,24,4,4.0,
1044,10.0,0.001,0.6037,0.023295,1.9611,1.6972200000000002,Optimal weights,learning,24,5,4.0,
1045,8.4511,0.0099945,0.28936,0.019999,1.3617,1.3765100000000001,Optimal weights,learning,24,1,5.0,
1046,10.0,0.001,0.30629,0.031356,1.3242,1.5622500000000001,Optimal weights,learning,24,2,5.0,
1047,10.0,0.01,0.2,0.02,1.362,1.7894299999999999,Optimal weights,learning,24,3,5.0,
1048,7.0685,0.001,0.24158,0.033334,1.474,1.9156300000000002,Optimal weights,learning,24,4,5.0,
1049,7.2672,0.001,0.20639,0.016137,1.288,2.22171,Optimal weights,learning,24,5,5.0,
1050,10.0,0.001,0.29306,0.02,1.135,1.9628700000000001,Optimal weights,learning,25,1,1.0,
1051,8.0,0.004,0.21506,0.018333,1.362,2.02278,Optimal weights,learning,25,2,1.0,
1052,1.55,0.04,0.2,0.02,1.362,1.6223200000000002,Optimal weights,learning,25,3,1.0,
1053,2.9416,0.009462,0.20316,0.03118,1.65,1.9654700000000003,Optimal weights,learning,25,4,1.0,
1054,1.8629,0.01891,0.19993,0.020574,1.3959,1.53513,Optimal weights,learning,25,5,1.0,
1055,1.7647,0.0050367,0.19816,0.039725,1.3666,1.6983799999999998,Optimal weights,learning,25,1,2.0,
1056,2.9877,0.01571,0.21061,0.040983,2.1336,1.8129800000000003,Optimal weights,learning,25,2,2.0,
1057,2.7205,0.0050563,0.36914,0.018955,1.9924,1.62147,Optimal weights,learning,25,3,2.0,
1058,1.7282,0.038005,0.40224,0.038314,6.063,1.89937,Optimal weights,learning,25,4,2.0,
1059,2.8339,0.0052012,0.20786,0.03918,2.1727,1.8720899999999996,Optimal weights,learning,25,5,2.0,
1060,2.2905,0.0049961,0.28176,0.01,2.5718,1.58803,Optimal weights,learning,25,1,3.0,
1061,1.9794,0.011295,0.20271,0.019758,2.1283,1.4783499999999998,Optimal weights,learning,25,2,3.0,
1062,2.851,0.011667,0.3,0.02,2.4287,1.6287099999999999,Optimal weights,learning,25,3,3.0,
1063,3.5957,0.001,0.25709,0.01,1.9519,1.51463,Optimal weights,learning,25,4,3.0,
1064,1.2715,0.0042176,0.36125,0.022277,7.5224,1.92195,Optimal weights,learning,25,5,3.0,
1065,3.0,0.019416,0.3,0.013333,2.5261,1.74559,Optimal weights,learning,25,1,4.0,
1066,2.0938,0.021323,0.2,0.01957,1.6651,1.74091,Optimal weights,learning,25,2,4.0,
1067,1.5318,0.023517,0.18436,0.01,1.9991,2.1620700000000004,Optimal weights,learning,25,3,4.0,
1068,2.8691,0.017513,0.24754,0.02442,2.2152,1.4334700000000002,Optimal weights,learning,25,4,4.0,
1069,3.7028,0.022571,0.3,0.01,3.0495,1.54447,Optimal weights,learning,25,5,4.0,
1070,2.8446,0.001,0.2726,0.016068,2.0767,1.79647,Optimal weights,learning,25,1,5.0,
1071,3.0406,0.0034889,0.31128,0.029005,2.7396,1.58142,Optimal weights,learning,25,2,5.0,
1072,3.1098,0.0015998,0.3448,0.039678,3.2913,1.76688,Optimal weights,learning,25,3,5.0,
1073,3.0,0.005,0.2,0.01,1.6177,1.73764,Optimal weights,learning,25,4,5.0,
1074,2.1161,0.001,0.22975,0.01,1.6986,1.84442,Optimal weights,learning,25,5,5.0,
1075,5.0115,0.048365,0.46082,0.01,5.638,1.82991,Optimal weights,learning,26,1,1.0,
1076,4.8386,0.18934,0.26696,0.019992,4.421,1.87574,Optimal weights,learning,26,2,1.0,
1077,5.0,0.01,0.2224,0.01,2.671,1.72439,Optimal weights,learning,26,3,1.0,
1078,9.9494,0.36124,0.46747,0.034044,10.0,1.51963,Optimal weights,learning,26,4,1.0,
1079,3.0536,0.01,0.31997,0.03,2.3434,1.45537,Optimal weights,learning,26,5,1.0,
1080,4.9908,0.010004,0.5273,0.01,10.0,1.8200399999999999,Optimal weights,learning,26,1,2.0,
1081,4.2826,0.001,0.42129,0.01,2.0198,1.8018399999999999,Optimal weights,learning,26,2,2.0,
1082,7.4313,0.001,0.57208,0.01,2.5469,1.70577,Optimal weights,learning,26,3,2.0,
1083,2.2594,0.015235,0.54728,0.04063,10.0,1.7854199999999998,Optimal weights,learning,26,4,2.0,
