,pruning threshold,stopping probability,feature drop rate,lapse rate,center weight,connected 2-in-a-row weight,unconnected 2-in-a-row weight,3-in-a-row weight,4-in-a-row weight,log-likelihood,model,experiment,participant,cross-validation group,session number,time limit
200,1.3083,0.0034645,0.12762,0.01,1.0,1.0,0.3,3.2227,30.0,1.6197499999999998,No active scaling,generalization,1,1,,
201,2.7778,0.001,0.28273,0.021111,0.8,1.2211,0.049416,3.5,10.0,1.3375299999999999,No active scaling,generalization,1,2,,
202,3.0,0.001,0.16667,0.016849,1.1582,0.99999,0.3,3.5,109.92,1.73563,No active scaling,generalization,1,3,,
203,2.901,0.001,0.17462,0.021455,1.0071,1.0788,0.51688,3.8131,9.9752,1.8328499999999999,No active scaling,generalization,1,4,,
204,2.476,0.001,0.10502,0.029925,1.009,0.84059,0.30314,2.4878,15.201,1.64178,No active scaling,generalization,1,5,,
205,6.425,0.001,0.2,0.01,1.6,1.4144,0.3,2.5,15.0,1.1822700000000002,No active scaling,generalization,2,1,,
206,6.6275,0.001,0.0,0.01,1.5,1.25,0.62443,3.375,11.0,1.7822699999999998,No active scaling,generalization,2,2,,
207,4.6403,0.001,0.11711,0.021769,1.2004,0.99999,0.6,2.5,15.0,1.102828,No active scaling,generalization,2,3,,
208,3.0,0.001,0.10556,0.02,1.6,1.0,0.3,2.5,15.0,1.4038,No active scaling,generalization,2,4,,
209,10.0,0.001,0.1,0.023333,1.037,1.0,0.60688,2.5,30.0,1.23062,No active scaling,generalization,2,5,,
210,10.0,0.001,0.4,0.010281,0.076232,0.35,-2.3381e-07,4.0326,1220.4,1.9404,No active scaling,generalization,3,1,,
211,4.0723,0.013161,0.24863,0.019635,0.23279,1.0001,1.2944,4.9995,12.119,2.25094,No active scaling,generalization,3,2,,
212,10.0,0.0082548,0.34545,0.01,0.049953,0.35021,0.51566,4.6245,11.0,2.1647299999999996,No active scaling,generalization,3,3,,
213,6.9056,0.0049601,0.19796,0.018317,0.4,0.68762,0.3,3.4493,15.556,2.4131600000000004,No active scaling,generalization,3,4,,
214,10.0,0.01,0.48961,0.02,0.20916,0.8,0.5,5.0,15.0,2.0453,No active scaling,generalization,3,5,,
215,3.1134,0.02,0.3,0.03,0.8,0.99999,0.3,2.5,-1785.0,2.53641,No active scaling,generalization,4,1,,
216,2.7491,0.43,0.2718,0.024787,0.8,0.8,0.027183,1.5,-585.0,2.39024,No active scaling,generalization,4,2,,
217,1.3437,0.001,0.55,0.023333,0.8,1.0,0.3,2.5,-100.0,2.7378799999999996,No active scaling,generalization,4,3,,
218,1.8142,0.014732,0.6085,0.061948,1.1445,1.2468,0.3094,2.6514,30.335,2.69604,No active scaling,generalization,4,4,,
219,4.4104,0.021156,0.45317,0.031034,1.0304,0.8542,2.7349e-06,2.4468,-34.453,2.6616799999999996,No active scaling,generalization,4,5,,
220,5.0,0.01,0.21892,0.03,0.48317,0.8,0.25179,3.3333,20.0,2.6222999999999996,No active scaling,generalization,5,1,,
221,3.5228,0.01,0.28381,0.030001,0.39999,1.0,0.29999,3.3334,15.0,2.34828,No active scaling,generalization,5,2,,
222,2.55,0.001,0.42795,0.01,0.50458,0.79699,0.18313,2.5,17.641,2.62545,No active scaling,generalization,5,3,,
223,4.8945,0.0052394,0.56352,0.01,0.83217,1.0358,0.29095,3.6349,6.4209,2.05288,No active scaling,generalization,5,4,,
224,5.0,0.0105,0.4,0.023333,0.8,1.0,0.12542,3.5,20.0,2.44667,No active scaling,generalization,5,5,,
225,5.0,0.001,0.18742,0.01,1.1223,1.0,0.5,2.5,15.0,1.63834,No active scaling,generalization,6,1,,
226,10.0,0.001,0.28296,0.02,1.0,0.8,0.5,2.5,15.0,1.7171399999999999,No active scaling,generalization,6,2,,
227,10.0,0.001,0.083333,0.019195,1.0,0.93732,0.5,2.7393,15.0,1.88965,No active scaling,generalization,6,3,,
228,7.0,0.0023333,0.3,0.03,1.1725,1.0765,2.0634,3.5,10.0,1.48906,No active scaling,generalization,6,4,,
229,3.7846,0.001,0.17986,0.02,1.0667,1.078,0.6,3.3333,20.0,1.5271500000000002,No active scaling,generalization,6,5,,
230,9.9999,0.005,0.2,0.02,0.8,0.18519,0.3,3.3333,15.0,2.16111,No active scaling,generalization,7,1,,
231,7.3929,0.001,0.26587,0.026917,0.83271,0.33753,0.30029,3.2957,14.709,1.9443099999999998,No active scaling,generalization,7,2,,
232,7.0272,0.001,0.2899,0.01952,1.0,0.54606,0.3,2.5,15.0,1.8151,No active scaling,generalization,7,3,,
233,9.9999,0.0058806,0.3,0.02,0.8,0.67413,0.3,2.5,20.0,1.8316000000000003,No active scaling,generalization,7,4,,
234,5.0,0.0085319,0.16483,0.02,0.8,0.90878,0.4322,2.5,8.9584,1.89563,No active scaling,generalization,7,5,,
235,9.1111,0.001,0.50653,0.04511,0.74337,0.52266,0.25487,4.8727,22.058,2.12914,No active scaling,generalization,8,1,,
236,4.9187,0.011782,0.20213,0.023128,0.81881,0.56689,0.3179,3.625,16.333,2.06809,No active scaling,generalization,8,2,,
237,8.2503,0.001,0.53333,0.04,0.48676,0.8,0.3,3.1667,8.0104,1.9581499999999998,No active scaling,generalization,8,3,,
238,5.7366,0.002,0.2,0.03,0.41708,0.92904,0.98566,2.5,15.0,1.94028,No active scaling,generalization,8,4,,
239,7.2909,0.003406,0.39251,0.027485,0.42373,0.79807,0.27968,5.0382,19.006,1.5372599999999998,No active scaling,generalization,8,5,,
240,5.0,0.005,0.2,0.01,0.45359,1.0,0.16637,2.5,30.0,2.05539,No active scaling,generalization,9,1,,
241,3.0,0.005,0.3,0.02,0.4,1.0,0.5,3.5,20.0,1.97177,No active scaling,generalization,9,2,,
242,10.0,0.001,0.23866,0.021335,0.17713,0.84749,0.18381,2.7669,15.38,2.0975499999999996,No active scaling,generalization,9,3,,
243,2.656,0.007,0.21404,0.023733,0.37612,0.98251,0.42243,2.5847,12.707,2.05005,No active scaling,generalization,9,4,,
244,6.0023,0.0099911,0.20036,0.020005,0.4003,0.3483,0.29917,4.7204,199.75,2.069,No active scaling,generalization,9,5,,
245,3.0,0.001,0.2,0.04,0.8,0.8,0.3,3.5,15.0,2.1823800000000007,No active scaling,generalization,10,1,,
246,3.015,0.001,0.17829,0.02,0.38506,0.8,0.49298,3.5,21.481,2.1410899999999997,No active scaling,generalization,10,2,,
247,7.0546,0.0044762,0.3,0.01,0.8,0.73368,0.66667,4.2535,7.529,1.7542199999999997,No active scaling,generalization,10,3,,
248,4.8998,0.001,0.2628,0.01,0.35,0.75998,-0.24746,4.125,19.0,2.08257,No active scaling,generalization,10,4,,
249,3.1077,0.0073107,0.28302,0.019964,0.78463,1.0513,0.29928,5.2224,15.014,1.84747,No active scaling,generalization,10,5,,
250,0.1,0.99999,0.19985,0.020007,0.80033,0.76944,0.30023,2.5006,30.003,2.13429,No active scaling,generalization,11,1,,
251,0.1,0.0065145,0.23319,0.020015,0.80077,0.7587,0.29997,2.5015,15.007,1.69385,No active scaling,generalization,11,2,,
252,0.1,0.001,0.22318,0.02,0.8,0.75234,0.11375,2.5,30.0,1.8894300000000002,No active scaling,generalization,11,3,,
253,0.15,0.0073333,0.15282,0.021741,0.8,0.77978,0.22938,2.5,15.0,2.35613,No active scaling,generalization,11,4,,
254,0.1,0.00125,0.19814,0.016667,0.75854,0.7119,-0.088909,2.5,15.0,1.9074300000000002,No active scaling,generalization,11,5,,
255,5.0,0.0038408,0.27672,0.025018,0.58528,0.8,0.4,3.5,10.0,2.15441,No active scaling,generalization,12,1,,
256,2.9997,0.001,0.20005,0.01,0.48976,0.99985,0.66687,4.8248,18.335,1.8564599999999998,No active scaling,generalization,12,2,,
257,4.4585,0.001,0.30543,0.01,0.41038,0.98728,-0.29462,3.5334,20.082,2.0590800000000002,No active scaling,generalization,12,3,,
258,3.2843,0.001,0.2599,0.01836,0.43668,0.94606,0.30494,3.5,9.5197,1.95887,No active scaling,generalization,12,4,,
259,3.1531,0.0044143,0.19719,0.024393,0.62214,0.80014,0.40002,3.5929,10.133,2.1894400000000003,No active scaling,generalization,12,5,,
260,3.0002,0.001,0.39993,0.01,0.8001,0.60231,0.29993,3.3335,15.001,1.60955,No active scaling,generalization,13,1,,
261,8.6682,0.001,0.29107,0.018026,0.74905,0.65703,0.34946,2.8184,9.1409,1.9896999999999998,No active scaling,generalization,13,2,,
262,9.9999,0.001,0.55,0.014998,0.79994,0.51681,0.28977,3.778,13.334,2.0542299999999996,No active scaling,generalization,13,3,,
263,3.6619,0.001,0.10566,0.017044,0.77451,0.97168,0.31618,2.9752,15.227,2.1404900000000002,No active scaling,generalization,13,4,,
264,9.8392,0.001,0.29159,0.02,0.91767,0.6435,0.33333,2.5,12.056,1.72269,No active scaling,generalization,13,5,,
265,0.1,0.0050041,0.15015,0.02001,0.18411,0.658,0.30033,3.0175,20.003,2.4602299999999997,No active scaling,generalization,14,1,,
266,0.1,0.0050024,0.20012,0.020006,0.53312,0.80027,0.15515,3.3339,15.002,1.89158,No active scaling,generalization,14,2,,
267,0.1,0.0090884,0.2,0.025842,0.5639,0.66906,0.0,4.6493,40.0,2.2873799999999997,No active scaling,generalization,14,3,,
268,0.1,0.01,0.3,0.02,0.34583,1.0,0.3,3.5,15.0,1.81434,No active scaling,generalization,14,4,,
269,1.2803,0.010012,0.30096,0.023641,0.45697,0.67238,0.30452,3.5483,18.201,1.97909,No active scaling,generalization,14,5,,
270,4.7473,0.0019399,0.25888,0.019868,0.53944,1.0066,0.20329,3.7579,14.999,2.16904,No active scaling,generalization,15,1,,
271,2.9786,0.0092329,0.1956,0.01978,0.61432,0.98901,0.30715,2.5192,15.088,2.06497,No active scaling,generalization,15,2,,
272,10.0,0.005,0.2,0.023333,0.4,1.0,0.3,2.5,7.2149,2.02716,No active scaling,generalization,15,3,,
273,5.0,0.005,0.2,0.02,0.64048,1.0,0.3,3.3333,15.0,2.45573,No active scaling,generalization,15,4,,
274,5.4658,0.001,0.29976,0.020011,0.88939,1.0006,0.39964,2.499,14.996,2.07191,No active scaling,generalization,15,5,,
275,5.136,0.001,0.40686,0.020922,0.95391,0.97344,1.32,3.7211,30.369,1.8142500000000001,No active scaling,generalization,16,1,,
276,2.6231,0.0034565,0.05583,0.025855,0.88995,0.62258,1.2983,3.1787,17.168,1.48522,No active scaling,generalization,16,2,,
277,5.1765,0.001,0.10004,0.030135,0.80304,0.84702,0.39781,2.5059,29.973,1.8253400000000002,No active scaling,generalization,16,3,,
278,3.0,0.001,0.1,0.02,0.8,0.99999,1.176,2.7799,15.0,1.9403,No active scaling,generalization,16,4,,
279,7.0593,0.001,0.23413,0.01,0.79982,0.9998,1.6375,2.5004,15.002,1.94516,No active scaling,generalization,16,5,,
280,4.1691,0.0061781,0.15,0.02,0.70045,0.8,0.5,2.5,15.0,1.58228,No active scaling,generalization,17,1,,
281,10.0,0.001,0.37448,0.01,0.34802,0.22917,0.29812,3.6511,8.8338,2.18057,No active scaling,generalization,17,2,,
282,4.6927,0.0069834,0.2035,0.026667,0.56539,0.14176,0.19332,2.5,15.0,2.2102600000000003,No active scaling,generalization,17,3,,
283,8.5001,0.001,0.3,0.01,0.25889,0.80001,0.6,3.3333,15.0,2.0756500000000004,No active scaling,generalization,17,4,,
284,8.1802,0.001,0.25519,0.01,0.74999,0.28775,0.275,2.5837,11.0,1.8461100000000001,No active scaling,generalization,17,5,,
285,6.0763,0.001,0.22219,0.01,0.56292,1.5,0.625,3.375,11.0,1.42982,No active scaling,generalization,18,1,,
286,6.8903,0.001,0.30174,0.019199,0.64801,1.0278,0.31806,3.3819,15.222,1.71681,No active scaling,generalization,18,2,,
287,6.8236,0.00125,0.2,0.018745,0.62396,1.277,0.3,4.224,13.401,1.5384300000000002,No active scaling,generalization,18,3,,
288,4.2326,0.001,0.2,0.02,0.66173,1.0,0.21316,4.6667,30.0,2.06506,No active scaling,generalization,18,4,,
289,5.2704,0.001,0.14976,0.02,0.13624,1.2396,0.24999,2.5,15.0,1.91465,No active scaling,generalization,18,5,,
290,2.7679,0.0051647,0.20573,0.022448,1.132,0.61254,0.81398,3.4862,13.822,2.62534,No active scaling,generalization,19,1,,
291,4.8589,0.001,0.4,0.016376,1.131,-0.22163,0.5,3.5,9.9999,2.0997999999999997,No active scaling,generalization,19,2,,
292,2.4123,0.0052966,0.40182,0.038195,0.97762,0.44457,0.68275,3.4528,16.679,2.04633,No active scaling,generalization,19,3,,
293,3.1172,0.005,0.2,0.02,1.0667,0.69148,0.6,2.5,20.0,1.9209600000000002,No active scaling,generalization,19,4,,
294,2.8392,0.003014,0.38148,0.020044,0.80316,0.48847,0.29772,3.3272,9.8554,1.9854399999999999,No active scaling,generalization,19,5,,
295,4.0908,0.001,0.25229,0.023333,0.88889,0.8,0.66667,4.6667,15.0,2.0512099999999998,No active scaling,generalization,20,1,,
296,3.9626,0.0054962,0.20238,0.041616,0.77438,0.53086,0.71268,3.4765,13.325,1.71831,No active scaling,generalization,20,2,,
297,6.6156,0.001871,0.27167,0.032993,0.69907,0.37606,0.31212,4.3595,18.352,1.8288699999999998,No active scaling,generalization,20,3,,
298,7.3553,0.0023265,0.3506,0.023704,0.94691,0.4742,0.43526,4.2976,21.306,1.76686,No active scaling,generalization,20,4,,
299,5.3063,0.0029321,0.27801,0.015991,0.80777,0.68772,0.24281,4.4172,67.483,1.66053,No active scaling,generalization,20,5,,
300,7.1982,0.01,0.2,0.015,0.66967,1.0,0.3,3.3333,15.0,2.44995,No active scaling,generalization,21,1,,
301,6.4165,0.0016626,0.34065,0.020051,0.40216,1.4961,1.3308,2.4946,13.462,2.18064,No active scaling,generalization,21,2,,
302,5.1951,0.004999,0.19969,0.01,0.74209,1.0006,1.6898,2.5033,18.325,1.5673499999999998,No active scaling,generalization,21,3,,
303,4.1833,0.01,0.2,0.020594,0.50923,0.90528,1.7485,2.5,15.0,1.8003899999999997,No active scaling,generalization,21,4,,
304,6.5504,0.011243,0.20352,0.021328,0.46701,0.9666,1.7097,2.5134,9.3245,1.9667400000000002,No active scaling,generalization,21,5,,
305,1.628,0.001,0.096273,0.015002,0.72398,0.72896,1.1576,4.0003,14.998,1.8614199999999996,No active scaling,generalization,22,1,,
306,3.6082,0.001,0.2653,0.017953,0.8,1.0,0.3,3.3333,15.0,2.0697699999999997,No active scaling,generalization,22,2,,
307,2.2294,0.011426,0.16831,0.019084,0.72155,0.78762,0.61149,3.397,18.208,2.0417300000000003,No active scaling,generalization,22,3,,
308,4.1237,0.001,0.3337,0.022135,0.4,1.0,0.36568,3.1449,20.0,2.1134600000000003,No active scaling,generalization,22,4,,
309,2.5167,0.001,0.2,0.01,0.63686,0.81542,0.6,2.5,15.0,1.77094,No active scaling,generalization,22,5,,
310,2.9188,0.001,0.12719,0.020833,0.78793,1.0295,0.29016,4.9271,14.667,1.65961,No active scaling,generalization,23,1,,
311,2.8221,0.0055006,0.030035,0.018332,0.82624,0.80007,0.45222,4.342,19.999,1.7874899999999996,No active scaling,generalization,23,2,,
312,5.5584,0.006133,0.19852,0.019345,0.98958,0.9461,0.2919,7.3803,19.192,1.5699899999999998,No active scaling,generalization,23,3,,
313,4.6715,0.005754,0.27773,0.020118,1.0132,0.92801,0.55452,7.0666,14.738,1.54874,No active scaling,generalization,23,4,,
314,3.0,0.005,0.075691,0.01,0.84072,0.8,0.3,3.5,20.0,1.71101,No active scaling,generalization,23,5,,
315,4.2589,0.0031234,0.20375,0.014444,0.7831,0.88486,0.16817,2.9333,15.891,1.9343,No active scaling,generalization,24,1,,
316,3.1724,0.0090286,0.23277,0.018165,0.87957,1.0884,0.27007,4.8453,15.707,1.8337899999999998,No active scaling,generalization,24,2,,
317,5.0001,0.0055913,0.29998,0.01,0.79996,1.0,0.12429,5.8957,30.0,1.6504,No active scaling,generalization,24,3,,
318,8.662,0.0023421,0.29437,0.023117,0.69068,0.71847,0.30214,4.6741,15.026,1.68464,No active scaling,generalization,24,4,,
319,4.483,0.011234,0.15808,0.022521,0.54081,0.83026,0.29271,3.4417,13.993,1.40364,No active scaling,generalization,24,5,,
320,5.0812,0.001,0.40776,0.017695,0.69051,1.0177,0.3,2.7778,17.222,1.7274,No active scaling,generalization,25,1,,
321,10.0,0.01,0.26013,0.023333,0.8,1.0,0.3,2.7359,15.0,1.8943999999999999,No active scaling,generalization,25,2,,
322,4.7511,0.001,0.2,0.048241,0.4,1.0,0.3,2.5,15.0,1.92758,No active scaling,generalization,25,3,,
323,3.3883,0.010556,0.1,0.02,0.20686,0.97654,0.26195,3.3333,18.832,1.85061,No active scaling,generalization,25,4,,
324,10.0,0.001,0.20204,0.03969,0.8,1.0,0.31111,2.5,15.0,2.0114399999999995,No active scaling,generalization,25,5,,
325,5.4209,0.001,0.31142,0.020111,0.48519,1.1078,0.52269,3.7611,9.5961,1.69144,No active scaling,generalization,26,1,,
326,4.9998,0.001,0.29996,0.018332,0.79994,1.3334,0.49995,5.0001,14.999,1.8483399999999999,No active scaling,generalization,26,2,,
327,3.525,0.001,0.11211,0.01,0.36693,1.0697,0.875,3.3212,8.5,1.55487,No active scaling,generalization,26,3,,
328,6.8459,0.001,0.17084,0.014499,0.28115,1.0,0.4,3.5,20.0,1.72074,No active scaling,generalization,26,4,,
329,3.3138,0.0024949,0.10463,0.017174,0.73109,0.99988,1.3514,2.6332,14.994,1.65886,No active scaling,generalization,26,5,,
330,3.0,0.005,0.20036,0.01,0.8,1.0,-0.42459,3.3333,15.0,1.78599,No active scaling,generalization,27,1,,
331,1.6387,0.001,0.1,0.02,0.8,1.0,0.3,2.5,8.6615,1.8619999999999997,No active scaling,generalization,27,2,,
332,2.5167,0.001,0.2,0.01,0.8,1.0,0.18497,2.5,15.0,1.7557199999999997,No active scaling,generalization,27,3,,
333,3.0,0.005,0.2,0.02,0.8,1.0,0.3,2.5,15.0,1.9173700000000005,No active scaling,generalization,27,4,,
334,3.0077,0.0063618,0.20221,0.01,0.98505,1.2792,0.011533,3.5254,14.038,1.8752600000000001,No active scaling,generalization,27,5,,
335,3.0169,0.0038963,0.16804,0.020285,0.80996,0.98577,0.30925,4.9751,30.114,2.37877,No active scaling,generalization,28,1,,
336,2.6689,0.0097486,0.19682,0.020935,0.78831,0.70508,0.39122,4.5772,29.896,2.0600899999999998,No active scaling,generalization,28,2,,
337,2.5539,0.010976,0.2797,0.021982,0.82105,1.1152,0.47738,4.5224,22.493,1.8990099999999999,No active scaling,generalization,28,3,,
338,3.0236,0.0021418,0.10265,0.021837,0.62888,0.83379,0.36832,3.6975,12.473,2.0042400000000002,No active scaling,generalization,28,4,,
339,3.1254,0.010031,0.29987,0.014983,0.79846,0.99836,0.30111,5.003,14.986,1.92741,No active scaling,generalization,28,5,,
340,2.4966,0.001,0.12593,0.01,0.8,1.1063,0.15427,2.5968,17.355,1.66294,No active scaling,generalization,29,1,,
341,4.9898,0.001,0.19739,0.01965,1.158,1.4008,0.31137,4.706,9.3262,1.91895,No active scaling,generalization,29,2,,
342,2.948,0.001,0.20735,0.019983,1.4621,1.1574,0.20295,3.4982,18.139,1.66221,No active scaling,generalization,29,3,,
343,2.8389,0.005,0.21111,0.01,0.8,0.99999,0.3,3.3333,20.0,1.5067,No active scaling,generalization,29,4,,
344,3.2369,0.001,0.20213,0.01,0.79705,0.9881,0.14966,2.7895,15.05,1.9491,No active scaling,generalization,29,5,,
345,5.2778,0.0042315,0.3,0.02,0.49161,0.51253,0.6,2.7526,15.0,2.13767,No active scaling,generalization,30,1,,
346,10.0,0.0098264,0.23451,0.016379,0.36811,0.49738,1.201,5.1869,13.142,2.1412299999999997,No active scaling,generalization,30,2,,
347,2.5862,0.016842,0.10102,0.022598,-0.038486,0.57968,0.89791,3.625,20.963,2.3755800000000002,No active scaling,generalization,30,3,,
348,2.9188,0.018417,0.24239,0.019167,0.37084,0.7625,1.7802,4.9271,15.333,2.18111,No active scaling,generalization,30,4,,
349,0.1,0.005,0.3,0.01,0.4,0.8,1.0,3.5,10.0,2.4872900000000002,No active scaling,generalization,30,5,,
350,6.6727,0.0020806,0.25281,0.021953,0.37312,1.0667,0.3,2.7507,15.0,1.8916,No active scaling,generalization,31,1,,
351,7.0,0.001,0.2,0.04,0.4,1.0,0.5,2.5,15.0,2.00817,No active scaling,generalization,31,2,,
352,7.0,0.005,0.2,0.02,0.8,1.0,0.3,5.0,15.0,1.84679,No active scaling,generalization,31,3,,
353,5.9599,0.010093,0.083333,0.01,0.64335,0.8,0.3,3.5,15.0,2.0771200000000003,No active scaling,generalization,31,4,,
354,3.0,0.007,0.2,0.026667,0.8,0.84418,0.28919,2.5,15.0,1.8239800000000002,No active scaling,generalization,31,5,,
355,9.9999,0.0031962,0.26521,0.015,0.29445,0.53616,0.62844,2.8893,17.0,1.89519,No active scaling,generalization,32,1,,
356,4.5,0.001,0.2,0.018841,0.65078,0.8,0.3,2.8949,15.0,1.4275,No active scaling,generalization,32,2,,
357,6.9723,0.0012493,0.30062,0.019973,0.79881,0.99867,0.39926,5.0023,30.0,2.00046,No active scaling,generalization,32,3,,
358,8.7122,0.001,0.22764,0.025333,0.53821,0.79164,0.29902,4.0632,14.926,1.5425200000000001,No active scaling,generalization,32,4,,
359,6.6795,0.001,0.1,0.02,0.4,1.0667,0.3,2.7858,15.0,1.43855,No active scaling,generalization,32,5,,
360,4.9638,0.0041254,0.24708,0.022956,0.45707,0.39831,-2.708,3.3548,8.7606,2.3305,No active scaling,generalization,33,1,,
361,9.9999,0.0075997,0.2,0.015,0.4,0.58555,0.0,2.5,15.0,2.5377400000000003,No active scaling,generalization,33,2,,
362,0.77841,0.0079899,0.22288,0.026062,0.40117,0.70464,0.21318,3.5038,20.013,2.5770999999999997,No active scaling,generalization,33,3,,
363,4.8771,0.0090713,0.17836,0.021082,0.4111,1.0278,0.027058,3.428,9.7023,2.17532,No active scaling,generalization,33,4,,
364,2.0333,0.25273,0.2,0.02,0.4,0.87954,0.0,5.6667,15.0,1.5451599999999999,No active scaling,generalization,33,5,,
365,3.1632,0.01,0.16416,0.031093,0.30265,0.72881,0.4,3.4606,10.0,2.0998200000000002,No active scaling,generalization,34,1,,
366,3.0,0.005,0.16161,0.024857,-0.054385,0.8566,0.75028,2.9068,15.0,1.8259400000000003,No active scaling,generalization,34,2,,
367,10.0,0.001,0.40933,0.02809,0.23758,1.1266,0.43033,3.0218,12.608,2.11038,No active scaling,generalization,34,3,,
368,4.1355,0.001,0.2074,0.01963,0.16257,0.86198,0.28798,2.4676,16.83,1.9013499999999997,No active scaling,generalization,34,4,,
369,3.6732,0.001,0.21707,0.03,0.3362,0.67594,0.40988,3.5,95.432,1.78852,No active scaling,generalization,34,5,,
370,5.0,0.01,0.26877,0.02,0.8,1.0,0.3,2.5,-135.0,2.68108,No active scaling,generalization,35,1,,
371,3.0418,0.001,0.7,0.01,0.5,0.5,9.1663e-05,2.125,-0.16919,2.4203700000000006,No active scaling,generalization,35,2,,
372,7.6571,0.0077898,0.27596,0.023654,0.495,0.95396,0.32669,2.4028,-9.8713,2.6309899999999997,No active scaling,generalization,35,3,,
373,3.0,0.01,0.35,0.33911,0.8,0.93334,0.4,2.5,15.0,2.5811,No active scaling,generalization,35,4,,
374,5.4393,0.01,0.29357,0.03,0.74322,1.0,0.0,2.5,-90.0,2.9937899999999997,No active scaling,generalization,35,5,,
375,3.0,0.02,0.2,0.02,0.8,1.0,0.4,3.3333,15.0,2.0314900000000002,No active scaling,generalization,36,1,,
376,5.565,0.0058367,0.10007,0.029428,0.39986,0.80319,0.54944,2.5006,14.997,2.0607100000000003,No active scaling,generalization,36,2,,
377,2.55,0.0036666,0.2,0.01,0.37619,0.99999,0.43732,3.3333,15.0,2.0315199999999995,No active scaling,generalization,36,3,,
378,3.9694,0.0031513,0.33921,0.01,0.28608,0.8306,0.3,2.5,15.0,1.7495100000000001,No active scaling,generalization,36,4,,
379,10.0,0.001,0.28773,0.022173,0.22962,0.84743,0.46667,2.5,22.222,1.9476099999999998,No active scaling,generalization,36,5,,
380,6.425,0.001,0.046285,0.03,0.8,1.0,0.26156,3.5912,15.0,1.6955000000000002,No active scaling,generalization,37,1,,
381,10.0,0.001,0.0,0.020035,0.79433,0.99292,0.30148,2.4869,14.847,1.5443799999999999,No active scaling,generalization,37,2,,
382,9.9999,0.0014444,0.1,0.021593,0.99323,1.0,0.5,3.554,20.0,1.7096600000000002,No active scaling,generalization,37,3,,
