,pruning threshold,stopping probability,feature drop rate,lapse rate,active scaling constant,connected 2-in-a-row weight,unconnected 2-in-a-row weight,3-in-a-row weight,4-in-a-row weight,log-likelihood,model,experiment,participant,cross-validation group,session number,time limit
1092,2.1991,0.001,0.22326,0.01772,0.78218,1.0051,0.26989,3.4338,12.389,1.57728,No center,learning,26,3,4.0,
1093,3.0873,0.001,0.2,0.03,0.98006,1.0,0.3,4.6667,30.894,2.0477099999999995,No center,learning,26,4,4.0,
1094,1.8537,0.001,0.19416,0.01,0.52925,1.5091,0.069023,5.0639,34.071,1.6791600000000002,No center,learning,26,5,4.0,
1095,5.0,0.001,0.19719,0.02,1.0,1.2655,-0.95484,5.0,11.059,2.13086,No center,learning,26,1,5.0,
1096,3.0711,0.001,0.22051,0.01899,0.86356,1.3229,0.6,3.3333,7.8058,1.9460899999999999,No center,learning,26,2,5.0,
1097,3.0374,0.0048871,0.19737,0.019619,1.1499,1.0187,0.091873,3.3669,15.15,1.89697,No center,learning,26,3,5.0,
1098,2.7593,0.001,0.20193,0.022106,1.0876,1.0166,-0.011376,2.5781,21.052,1.9135299999999997,No center,learning,26,4,5.0,
1099,3.0,0.001,0.1,0.021024,1.0556,1.0,0.26534,2.5,15.0,2.0691599999999997,No center,learning,26,5,5.0,
1100,5.867,0.001,0.35814,0.017635,1.4421,1.1248,0.35184,2.2942,10.644,1.7081,No center,learning,27,1,1.0,
1101,10.0,0.001,0.26715,0.01,1.1138,1.5,0.55556,2.7778,15.0,1.40875,No center,learning,27,2,1.0,
1102,6.3951,0.001,0.19874,0.019845,0.9995,1.2844,0.37219,2.5749,14.658,1.8892,No center,learning,27,3,1.0,
1103,9.9999,0.001,0.10346,0.020346,0.98486,1.4784,0.31125,2.4697,14.862,1.27661,No center,learning,27,4,1.0,
1104,7.9385,0.0043333,0.0,0.01878,1.0202,1.1638,0.3,2.5,15.0,2.42968,No center,learning,27,5,1.0,
1105,5.633,0.001,0.02499,0.023781,1.015,1.5,0.11111,3.3333,8.0643,1.2740300000000002,No center,learning,27,1,2.0,
1106,7.1338,0.001,0.10003,0.01,1.1652,2.036,0.30035,3.497,9.9932,1.9825500000000003,No center,learning,27,2,2.0,
1107,7.3744,0.001,0.17984,0.042818,1.7083,1.3333,0.66667,2.5,240.0,1.51899,No center,learning,27,3,2.0,
1108,7.4304,0.001,0.1,0.04,2.0,1.0,0.5,2.2518,15.0,1.6727700000000003,No center,learning,27,4,2.0,
1109,5.9588,0.001,0.1286,0.02,1.5245,1.0,0.6,2.5,15.0,1.6409500000000001,No center,learning,27,5,2.0,
1110,6.8402,0.001,0.12442,0.019898,2.3025,1.0318,0.39846,2.5042,14.981,1.88596,No center,learning,27,1,3.0,
1111,7.7806,0.0041975,0.2,0.03,1.9659,1.1374,0.2,2.5,15.0,1.3011700000000002,No center,learning,27,2,3.0,
1112,8.266,0.001,0.20094,0.01,1.9888,1.0081,0.33208,2.5142,29.935,1.66875,No center,learning,27,3,3.0,
1113,6.9985,0.0057099,0.18524,0.029954,1.9907,1.3815,0.59942,2.4993,11.4,1.6898300000000002,No center,learning,27,4,3.0,
1114,7.8461,0.001,0.25467,0.01522,2.1779,0.99999,0.66669,2.5,13.518,1.5716899999999998,No center,learning,27,5,3.0,
1115,8.1016,0.001,0.10376,0.01,1.1291,1.9769,-0.00084798,3.4525,10.076,1.5642099999999999,No center,learning,27,1,4.0,
1116,8.4851,0.001,0.18892,0.028476,1.6942,1.1483,0.18507,2.5935,13.221,1.42634,No center,learning,27,2,4.0,
1117,7.9891,0.001,0.20994,0.023259,1.0013,2.1521,0.0013852,3.4938,20.022,1.5942599999999998,No center,learning,27,3,4.0,
1118,9.0002,0.001,0.098159,0.024383,1.737,1.0001,4.0482e-05,2.5001,22.791,1.43735,No center,learning,27,4,4.0,
1119,10.0,0.001,0.16521,0.01,1.4378,1.3635,0.020852,3.3789,570.81,1.51435,No center,learning,27,5,4.0,
1120,7.4634,0.001,0.16917,0.01,1.1893,1.5042,0.30148,2.5979,15.007,1.29983,No center,learning,27,1,5.0,
1121,10.0,0.001,0.2286,0.02,2.0,1.2521,0.5,2.5,20.0,1.4987400000000002,No center,learning,27,2,5.0,
1122,9.9999,0.001,0.05,0.015,1.0,1.5,0.66667,2.5,10.0,1.8717300000000001,No center,learning,27,3,5.0,
1123,10.0,0.0015794,0.1499,0.02,0.99969,1.5004,0.50026,2.4994,14.997,1.3123,No center,learning,27,4,5.0,
1124,8.1288,0.001,0.2236,0.02404,0.98993,1.5674,0.43215,2.5888,15.667,1.7017099999999998,No center,learning,27,5,5.0,
1125,10.0,0.001,0.16013,0.02,1.1383,1.0,0.3,3.5,15.0,1.66573,No center,learning,28,1,1.0,
1126,6.8083,0.001,0.21111,0.01,1.1027,1.4598,0.66667,3.8055,15.0,1.74296,No center,learning,28,2,1.0,
1127,8.0,0.001,0.2,0.02,1.0,1.2519,0.3,4.6667,15.0,1.51273,No center,learning,28,3,1.0,
1128,4.7821,0.001,0.14473,0.01,1.0178,1.1463,0.18134,2.5549,11.85,1.69376,No center,learning,28,4,1.0,
1129,6.4137,0.0010677,0.061374,0.01812,0.91776,1.1777,0.33891,3.0699,11.389,1.8374300000000001,No center,learning,28,5,1.0,
1130,2.8972,0.001,0.020333,0.036844,1.0017,1.1711,0.41121,2.7994,13.631,1.70317,No center,learning,28,1,2.0,
1131,6.4506,0.001,0.022715,0.01,0.89441,1.2242,0.029514,2.7183,15.998,1.3655500000000003,No center,learning,28,2,2.0,
1132,6.9657,0.001,0.15454,0.02183,1.001,1.2921,0.5702,4.0892,17.251,1.49625,No center,learning,28,3,2.0,
1133,8.7158,0.001,0.11784,0.03002,1.017,1.4113,0.73366,2.8047,18.884,1.27166,No center,learning,28,4,2.0,
1134,2.0231,0.0039488,0.0,0.01,0.99458,1.0066,0.29814,2.5009,15.007,1.6215199999999999,No center,learning,28,5,2.0,
1135,9.9999,0.001,0.23141,0.015299,1.0416,0.97013,0.61941,3.6159,30.239,1.4453099999999999,No center,learning,28,1,3.0,
1136,7.0,0.001,0.1,0.01,1.0,0.84113,0.3,2.5,15.0,1.4402499999999998,No center,learning,28,2,3.0,
1137,5.8335,0.001,0.049476,0.018188,0.74161,1.1835,0.35956,3.4264,17.362,1.8974499999999999,No center,learning,28,3,3.0,
1138,8.5508,0.001,0.13929,0.030018,0.98523,1.217,0.42318,3.4398,14.786,1.3996,No center,learning,28,4,3.0,
1139,7.3246,0.001,0.20013,0.01,0.99989,0.99981,0.29978,3.1762,14.997,1.50604,No center,learning,28,5,3.0,
1140,7.5428,0.001,0.2,0.024374,1.0,1.0,0.3,3.5,15.0,1.7247700000000001,No center,learning,28,1,4.0,
1141,3.55,0.0014445,0.085974,0.01,0.85225,0.8,0.3,2.5,9.6803,1.7421,No center,learning,28,2,4.0,
1142,8.4711,0.001,0.14386,0.023309,1.0,1.106,0.55556,3.3245,6.9101,1.8076999999999999,No center,learning,28,3,4.0,
1143,4.2377,0.001,0.1,0.02,0.76822,1.1111,0.47301,3.5,15.0,1.5672599999999999,No center,learning,28,4,4.0,
1144,6.4429,0.001,0.14071,0.01762,0.99716,0.79592,0.30171,2.4981,19.964,1.7242799999999998,No center,learning,28,5,4.0,
1145,7.5118,0.004735,0.10663,0.019337,1.029,0.96687,0.27847,3.7772,14.735,1.24986,No center,learning,28,1,5.0,
1146,9.9998,0.001442,0.23207,0.019946,1.1213,0.99728,0.59823,3.5384,14.978,1.69361,No center,learning,28,2,5.0,
1147,10.0,0.001,0.060385,0.02,1.0,1.1303,0.6,3.5,19.946,1.68866,No center,learning,28,3,5.0,
1148,7.15,0.001,0.10191,0.01,1.0843,0.99043,5.9352e-06,3.676,30.077,1.64882,No center,learning,28,4,5.0,
1149,2.5167,0.001,0.0,0.012757,0.87499,0.86247,0.3,2.6256,15.0,1.58929,No center,learning,28,5,5.0,
1150,1.2408,0.010758,0.20511,0.019444,0.52107,0.83793,0.27261,3.2545,8.7197,2.34987,No center,learning,29,1,1.0,
1151,1.9742,0.01,0.2,0.02,0.5,0.73492,0.5,2.5,10.0,2.43799,No center,learning,29,2,1.0,
1152,3.0,0.01,0.31881,0.03,0.48611,1.5,1.0,3.3333,15.0,2.08076,No center,learning,29,3,1.0,
1153,3.1346,0.0098597,0.25695,0.01,0.93962,0.93099,0.81843,3.1763,264.73,2.73942,No center,learning,29,4,1.0,
1154,3.1185,0.001,0.35004,0.02271,0.9273,0.97157,0.35388,2.4722,15.663,2.01863,No center,learning,29,5,1.0,
1155,2.8931,0.0021766,0.25119,0.022685,0.91312,0.962,0.37593,2.5701,15.222,2.2299600000000006,No center,learning,29,1,2.0,
1156,1.7199,0.0014166,0.2,0.018333,0.5,1.0,0.3,4.6667,10.0,2.4778700000000002,No center,learning,29,2,2.0,
1157,4.246,0.001,0.32746,0.035735,0.80827,0.80502,0.39082,3.0244,12.716,2.3742199999999998,No center,learning,29,3,2.0,
1158,3.0,0.001,0.43887,0.016299,1.0,1.1003,0.3,2.5,15.0,2.14928,No center,learning,29,4,2.0,
1159,2.9986,0.0020015,0.20029,0.019385,0.80369,0.84842,0.27599,2.6133,15.006,2.56944,No center,learning,29,5,2.0,
1160,3.0,0.001,0.2,0.02,1.0325,1.0,0.0,2.5,4.7628,1.67184,No center,learning,29,1,3.0,
1161,2.9985,0.001,0.17136,0.01665,0.49962,1.6348,0.30049,2.4993,8.7238,2.3975999999999997,No center,learning,29,2,3.0,
1162,2.628,0.0058333,0.2052,0.02,1.0,1.1913,0.081845,3.5,15.0,2.4561200000000003,No center,learning,29,3,3.0,
1163,5.6351,0.0052407,0.3,0.018205,1.0487,1.0371,0.29998,2.5001,15.0,2.16843,No center,learning,29,4,3.0,
1164,2.8389,0.001,0.25,0.03,1.0,1.1111,0.3,2.8333,15.0,1.9720000000000002,No center,learning,29,5,3.0,
1165,3.5252,0.001,0.17264,0.020238,0.98896,1.135,0.27417,3.5052,18.578,1.9183600000000003,No center,learning,29,1,4.0,
1166,1.55,0.005,0.1,0.02,0.472,1.4795,-0.1973,4.0161,30.0,2.2045500000000002,No center,learning,29,2,4.0,
1167,1.7923,0.001,0.11242,0.02266,0.5,1.5,0.22587,4.6666,15.0,1.8046399999999998,No center,learning,29,3,4.0,
1168,1.9579,0.001,0.23309,0.02,0.5,1.659,-0.56786,4.6667,20.0,1.51789,No center,learning,29,4,4.0,
1169,2.7264,0.001,0.073498,0.01,1.0,1.0,0.3,2.5,15.0,1.7482900000000001,No center,learning,29,5,4.0,
1170,2.7285,0.001,0.13767,0.01,0.75,1.1366,0.925,2.8327,9.9722,1.8732900000000001,No center,learning,29,1,5.0,
1171,3.0,0.001,0.2,0.035459,0.35188,2.0,1.1251,3.3333,15.0,1.7915799999999997,No center,learning,29,2,5.0,
1172,5.0,0.001,0.098099,0.02,1.0,1.0,0.6,2.5,15.0,1.95779,No center,learning,29,3,5.0,
1173,4.1355,0.001,0.2,0.025741,1.0,0.99999,0.4,3.3333,15.0,2.33197,No center,learning,29,4,5.0,
1174,3.55,0.001,0.2,0.02,1.0,1.0,0.3,2.5,15.0,1.8671100000000003,No center,learning,29,5,5.0,
1175,4.5909,0.001,0.30553,0.0176,0.88015,1.8664,0.01228,3.0763,15.905,1.54304,No center,learning,30,1,1.0,
1176,2.55,0.0058333,0.2,0.02,1.0,1.5,0.66667,3.5,15.0,2.14989,No center,learning,30,2,1.0,
1177,2.4714,0.001,0.12043,0.01,0.25,2.2824,-0.42857,4.0,21.857,1.7283300000000001,No center,learning,30,3,1.0,
1178,3.6874,0.0023333,0.2,0.01,1.0,1.509,0.051495,2.5,15.0,1.79486,No center,learning,30,4,1.0,
1179,3.0,0.0085885,0.2,0.02,0.5,2.0451,0.13067,3.3333,15.0,1.7860800000000001,No center,learning,30,5,1.0,
1180,3.0,0.001,0.09451,0.02,0.8595,1.0,0.3,2.8173,15.0,1.8052700000000002,No center,learning,30,1,2.0,
1181,3.5537,0.001,0.086381,0.01,0.90882,1.0,0.3,3.3333,40.0,1.88367,No center,learning,30,2,2.0,
1182,3.2798,0.001,0.18612,0.019917,0.93357,1.0497,0.29784,2.8292,14.311,1.7553699999999999,No center,learning,30,3,2.0,
1183,4.6732,0.0011975,0.13914,0.01,0.96498,1.4406,0.90478,3.5608,85.591,1.64987,No center,learning,30,4,2.0,
1184,7.0,0.001,0.2,0.015,0.96704,1.407,0.3,3.5,9.372,1.8659399999999997,No center,learning,30,5,2.0,
1185,4.8345,0.001,0.12282,0.025604,0.82405,1.2897,0.11659,3.007,17.318,1.48644,No center,learning,30,1,3.0,
1186,1.9783,0.001,0.21111,0.01,0.53215,1.6667,0.11111,3.5,20.536,2.23527,No center,learning,30,2,3.0,
1187,4.2366,0.001,0.10612,0.020023,0.86454,1.0023,0.30038,2.4959,15.019,1.7046700000000001,No center,learning,30,3,3.0,
1188,5.2747,0.001,0.095217,0.020478,1.0209,1.141,0.5845,2.5419,15.191,2.04069,No center,learning,30,4,3.0,
1189,4.2228,0.001,0.1528,0.01,1.0001,1.2826,0.3006,2.5016,7.7876,1.7918799999999997,No center,learning,30,5,3.0,
1190,5.1655,0.001,0.16432,0.023339,0.99137,1.3762,0.37767,2.7092,14.66,1.70363,No center,learning,30,1,4.0,
1191,6.1558,0.001,0.19596,0.01662,1.0,1.0509,0.3,2.5,15.0,1.67834,No center,learning,30,2,4.0,
1192,3.9369,0.001,0.10585,0.030665,0.60306,2.0933,0.39461,3.9262,15.0,1.7977400000000003,No center,learning,30,3,4.0,
1193,3.3112,0.0041542,0.11275,0.026245,0.80462,1.1596,0.23174,2.3199,28.724,1.9662100000000002,No center,learning,30,4,4.0,
1194,3.2864,0.001,0.21111,0.025473,0.99506,1.2315,0.28194,2.4514,19.708,1.81474,No center,learning,30,5,4.0,
1195,0.93716,0.001,0.091279,0.022993,0.81507,1.2323,0.83531,2.2165,11.353,1.73444,No center,learning,30,1,5.0,
1196,3.4165,0.001,0.12982,0.023333,1.0,1.0,0.43333,2.5,12.65,1.47666,No center,learning,30,2,5.0,
1197,7.1889,0.001,0.2,0.021814,0.98497,1.0,0.3,2.5,20.0,2.09575,No center,learning,30,3,5.0,
1198,7.7186,0.001,0.2118,0.01,1.0147,1.265,-0.2599,2.8363,14.916,1.9322499999999998,No center,learning,30,4,5.0,
1199,3.5,0.0014449,0.1001,0.01,0.86501,1.0005,0.14645,2.5869,15.003,2.07623,No center,learning,30,5,5.0,
1200,1.0667,0.001,0.16241,0.019533,0.79434,1.0,0.23353,2.6111,15.0,2.0009,No center,time pressure,1,1,,5.0
1201,3.3667,0.002,0.079806,0.02,0.25,1.3333,-0.9438,5.4179,20.0,2.7176,No center,time pressure,1,2,,5.0
1202,0.1,0.01,0.17804,0.02,1.0,1.0,0.3,3.5,15.0,2.2244800000000002,No center,time pressure,1,3,,5.0
1203,0.51112,0.0037537,0.2,0.016667,1.0,1.0,0.3,2.5,15.0,2.07693,No center,time pressure,1,4,,5.0
1204,6.9912,0.0048741,0.23181,0.035218,0.71584,0.99547,-1.8549,2.4921,19.952,1.63809,No center,time pressure,1,5,,5.0
1205,5.0,0.001,0.1,0.02219,0.95833,0.8,0.11996,3.3333,15.0,2.22222,No center,time pressure,1,1,,10.0
1206,5.2185,0.001,0.17135,0.020485,1.0021,1.0,-0.24045,2.5,15.0,2.02335,No center,time pressure,1,2,,10.0
1207,2.2156,0.02,0.2,0.02,1.0,1.0,0.12109,3.3333,15.0,2.26978,No center,time pressure,1,3,,10.0
1208,3.0,0.005,0.2,0.03,0.5,1.2086,0.0,3.5,15.0,1.7029599999999998,No center,time pressure,1,4,,10.0
1209,1.7167,0.0046959,0.28506,0.023333,1.0,1.2226,0.3,3.4827,17.246,2.2341,No center,time pressure,1,5,,10.0
1210,3.0584,0.0040928,0.19577,0.019718,0.69569,1.0254,0.022222,2.6373,15.437,2.31993,No center,time pressure,1,1,,20.0
1211,0.77539,0.001,0.10938,0.020625,0.62258,1.231,0.35236,3.5,15.0,2.0153000000000003,No center,time pressure,1,2,,20.0
1212,3.5,0.001,0.11615,0.02,0.89364,0.99999,0.22289,2.5,15.0,1.9959000000000002,No center,time pressure,1,3,,20.0
1213,3.0,0.001,0.2,0.01,1.0,1.0,0.43333,2.5,15.0,2.09936,No center,time pressure,1,4,,20.0
1214,2.8448,0.0099841,0.20026,0.019993,1.0006,1.0009,-0.00046075,3.3349,14.993,1.75974,No center,time pressure,1,5,,20.0
1215,3.152,0.011667,0.28334,0.079485,0.99999,1.0,0.3,5.0,10.833,2.26898,No center,time pressure,2,1,,5.0
1216,3.0,0.0039171,0.3,0.02,1.0,0.8,0.15348,5.0,30.0,2.1150399999999996,No center,time pressure,2,2,,5.0
1217,2.4143,0.0049832,0.37258,0.015,1.0018,1.0021,0.30137,4.9926,14.983,2.31579,No center,time pressure,2,3,,5.0
1218,2.8389,0.001,0.26611,0.01,1.0,0.58146,0.36667,2.7778,12.778,2.8373500000000003,No center,time pressure,2,4,,5.0
1219,2.55,0.001,0.2,0.01,0.625,0.8,0.5,3.5,8.3578,2.60866,No center,time pressure,2,5,,5.0
1220,1.6676,0.005,0.20147,0.03,0.46444,0.93333,0.4,2.5,13.333,2.5882,No center,time pressure,2,1,,10.0
1221,5.0,0.004316,0.4,0.04,1.0298,0.8,0.66667,3.5,15.0,2.61583,No center,time pressure,2,2,,10.0
1222,9.8767,0.018944,0.23253,0.02,1.0,0.54875,0.33333,2.4681,15.0,2.5509800000000005,No center,time pressure,2,3,,10.0
1223,5.0,0.0048268,0.4,0.027906,1.0,0.71295,0.27826,2.5,15.0,2.68229,No center,time pressure,2,4,,10.0
1224,3.0566,0.011258,0.29763,0.02,1.0,0.5607,0.3,2.5,13.333,2.3753200000000003,No center,time pressure,2,5,,10.0
1225,10.0,0.02,0.57788,0.02,1.0,1.3333,0.3,5.0,15.0,2.3916,No center,time pressure,2,1,,20.0
1226,2.988,0.010182,0.78754,0.01,2.0307,0.43249,0.36481,2.4576,5.7283,2.49602,No center,time pressure,2,2,,20.0
1227,5.6389,0.037116,0.28871,0.03,1.1667,1.0,0.30282,3.5,14.697,2.91617,No center,time pressure,2,3,,20.0
1228,4.4682,0.030132,0.30842,0.019277,1.1667,0.4805,0.41747,2.5,12.778,2.55427,No center,time pressure,2,4,,20.0
1229,2.9995,0.019996,0.39991,0.017599,1.0275,0.44696,0.30014,1.9997,15.002,2.97249,No center,time pressure,2,5,,20.0
1230,3.0,0.01,0.1,0.02,1.0,1.0,0.3,2.5,15.0,2.1290199999999997,No center,time pressure,3,1,,5.0
1231,3.0556,0.0092441,0.18859,0.0196,1.025,0.85805,0.20716,3.3999,14.772,2.1806100000000006,No center,time pressure,3,2,,5.0
1232,4.9999,0.001,0.17868,0.02,1.0,1.0,0.29999,2.5,15.0,1.9439999999999997,No center,time pressure,3,3,,5.0
1233,4.3647,0.005,0.39991,0.025317,1.1384,1.0001,0.53344,3.3336,14.999,2.02817,No center,time pressure,3,4,,5.0
1234,7.0,0.011667,0.2,0.02,0.85959,1.0,0.66667,3.5318,15.0,2.07457,No center,time pressure,3,5,,5.0
1235,7.0,0.001,0.2,0.04,1.0,1.0,0.3,2.5,15.0,1.9835,No center,time pressure,3,1,,10.0
1236,5.0,0.01,0.2,0.02,1.0,1.0,0.3,2.5,15.0,2.2981100000000003,No center,time pressure,3,2,,10.0
1237,2.764,0.001,0.23335,0.01,0.99998,0.86252,0.40002,2.5,7.3312,1.7487099999999998,No center,time pressure,3,3,,10.0
1238,1.5742,0.001,0.18053,0.016097,0.38867,1.5924,0.5869,2.9478,15.127,2.08092,No center,time pressure,3,4,,10.0
1239,3.9287,0.003226,0.34526,0.01,0.68225,0.72629,0.071523,3.9399,12.095,2.7028799999999995,No center,time pressure,3,5,,10.0
1240,5.0819,0.006976,0.1906,0.020556,0.25,1.467,0.38194,3.6429,29.778,1.73633,No center,time pressure,3,1,,20.0
1241,5.5564,0.001,0.33484,0.020077,0.68284,0.68609,0.44299,3.1601,15.869,1.7698699999999998,No center,time pressure,3,2,,20.0
1242,7.2842,0.001,0.19116,0.02,1.0686,1.0,0.6,2.5,15.0,2.03252,No center,time pressure,3,3,,20.0
1243,8.6201,0.0097899,0.19852,0.016814,0.25,1.387,0.30759,4.9796,29.907,1.6297000000000001,No center,time pressure,3,4,,20.0
1244,7.0,0.001,0.55,0.01,1.0,1.0633,0.3,2.5,15.0,2.11345,No center,time pressure,3,5,,20.0
1245,5.0,0.001,0.12223,0.01,1.0,1.0,0.0,2.0201,15.0,1.9095900000000001,No center,time pressure,4,1,,5.0
1246,2.2204,0.001,0.19812,0.020556,0.95794,1.2853,0.2116,2.5841,20.505,2.29988,No center,time pressure,4,2,,5.0
1247,1.9474,0.001,0.14844,0.017969,0.82885,1.401,0.30323,3.375,17.971,1.9409799999999997,No center,time pressure,4,3,,5.0
1248,4.2795,0.0061728,0.25486,0.024885,0.74463,1.445,0.36328,2.9274,16.954,2.01154,No center,time pressure,4,4,,5.0
1249,1.1792,0.0105,0.20483,0.01,1.0243,1.1809,0.28194,2.4514,19.708,2.24456,No center,time pressure,4,5,,5.0
1250,4.9998,0.003228,0.25019,0.020002,0.99993,0.99992,0.29995,2.5001,15.001,1.71859,No center,time pressure,4,1,,10.0
1251,4.046,0.0064892,0.14915,0.020865,0.81022,1.2169,0.15902,2.8249,13.265,2.24756,No center,time pressure,4,2,,10.0
1252,3.0,0.01,0.2,0.02,1.0,1.0,0.3,2.5,15.0,1.71675,No center,time pressure,4,3,,10.0
1253,4.4179,0.0059413,0.2998,0.01,1.0252,1.5497,0.28631,2.5972,20.444,1.8060299999999998,No center,time pressure,4,4,,10.0
1254,7.0732,0.0086662,0.20427,0.017549,0.98379,1.3272,0.3099,3.2576,19.852,2.3890800000000003,No center,time pressure,4,5,,10.0
1255,5.1467,0.001,0.20453,0.018327,0.96789,1.4746,0.54562,2.5571,20.669,1.5424099999999998,No center,time pressure,4,1,,20.0
1256,5.4214,0.0023476,0.18686,0.01,0.99856,1.5067,0.29652,2.8894,9.9705,1.86779,No center,time pressure,4,2,,20.0
1257,3.0,0.005,0.1,0.02,1.0,1.0,0.3,2.5,15.0,1.9142899999999998,No center,time pressure,4,3,,20.0
1258,3.7116,0.001,0.18439,0.01,0.72492,1.5,0.38198,2.5,20.0,1.8047400000000002,No center,time pressure,4,4,,20.0
1259,3.0006,0.001,0.10006,0.029987,1.0003,1.0003,-0.00015737,2.5006,15.002,1.7435499999999997,No center,time pressure,4,5,,20.0
1260,4.5555,0.001,0.16779,0.02097,1.0,1.0,0.3,3.3333,15.0,1.9468400000000003,No center,time pressure,5,1,,5.0
1261,5.1691,0.0046627,0.2,0.02,0.95833,1.0,0.20501,3.6556,15.0,2.55696,No center,time pressure,5,2,,5.0
1262,5.0,0.001,0.15,0.02,1.0,1.0,0.46667,2.5,15.0,2.08013,No center,time pressure,5,3,,5.0
1263,4.3586,0.001,0.1,0.01,1.0,1.0,0.99999,3.3333,15.0,1.52709,No center,time pressure,5,4,,5.0
1264,2.5325,0.0039998,0.13183,0.027576,0.71525,1.2772,0.40974,3.1047,8.4338,2.00444,No center,time pressure,5,5,,5.0
1265,3.0893,0.0017085,0.20041,0.01,0.53685,1.7616,0.30067,2.7797,15.008,1.82375,No center,time pressure,5,1,,10.0
1266,3.0,0.005,0.1,0.02,1.0,1.1796,0.4,2.5,15.0,2.1512199999999995,No center,time pressure,5,2,,10.0
1267,2.8621,0.001,0.098303,0.01,0.49999,1.5001,0.6667,3.8334,13.627,2.16962,No center,time pressure,5,3,,10.0
1268,2.2827,0.010167,0.15954,0.019416,0.43887,2.0725,0.59009,4.293,14.228,2.1057,No center,time pressure,5,4,,10.0
1269,5.5633,0.0073206,0.20461,0.017886,0.96184,1.1273,0.29853,2.522,20.132,2.0493599999999996,No center,time pressure,5,5,,10.0
1270,3.2976,0.0064431,0.19999,0.01,1.1666,0.99998,0.25755,2.5,15.0,2.3672999999999997,No center,time pressure,5,1,,20.0
1271,2.8187,0.0045226,0.1,0.03,1.0,1.0,0.32086,2.5,15.0,1.6075199999999998,No center,time pressure,5,2,,20.0
1272,4.4596,0.001,0.19736,0.045,0.90312,1.4245,0.3,3.5,15.0,2.57086,No center,time pressure,5,3,,20.0
1273,10.0,0.013022,0.13284,0.050074,0.87411,1.3199,0.21689,3.0938,13.657,2.03285,No center,time pressure,5,4,,20.0
1274,4.8287,0.001,0.20027,0.020017,1.0007,1.3342,0.30035,2.5015,14.993,2.14801,No center,time pressure,5,5,,20.0
1275,5.041,0.001,0.19515,0.01,0.86285,1.3206,0.29898,2.4757,29.889,1.59242,No center,time pressure,6,1,,5.0
1276,5.0002,0.001,0.2,0.019998,1.0,0.99991,0.11555,2.4998,20.001,2.31414,No center,time pressure,6,2,,5.0
1277,2.0298,0.001,0.09975,0.01,0.70368,1.3413,0.29937,2.6075,14.992,1.9367999999999999,No center,time pressure,6,3,,5.0
1278,3.0,0.005,0.15242,0.01,1.0,1.0,0.3,2.5,15.0,1.8584399999999999,No center,time pressure,6,4,,5.0
1279,5.0,0.001,0.3,0.019787,0.85496,1.4026,0.2505,3.5,15.0,1.60093,No center,time pressure,6,5,,5.0
1280,4.4045,0.0016853,0.094444,0.01,1.0614,0.97222,0.38195,2.7165,14.778,1.4579499999999999,No center,time pressure,6,1,,10.0
1281,3.4967,0.001,0.11171,0.01,0.5,1.5036,0.22576,4.7416,15.0,2.03326,No center,time pressure,6,2,,10.0
1282,2.2674,0.0034897,0.087697,0.018084,0.45211,1.8137,0.15645,3.7155,14.234,1.4202,No center,time pressure,6,3,,10.0
1283,2.3443,0.001,0.092608,0.01,0.65419,0.86833,0.44444,2.8985,15.0,1.9470699999999996,No center,time pressure,6,4,,10.0
1284,2.8818,0.0038666,0.10343,0.01,0.56758,1.4815,0.29947,4.664,30.009,1.6508699999999998,No center,time pressure,6,5,,10.0
1285,8.8872,0.001,0.29994,0.02613,1.001,1.0011,0.30043,3.5642,-40.96,2.07855,No center,time pressure,6,1,,20.0
1286,3.0,0.0072735,0.3,0.02,0.99999,1.0,0.22722,5.0,8.4779,2.26121,No center,time pressure,6,2,,20.0
1287,3.6407,0.0052778,0.21644,0.021703,1.0,1.0,0.21026,5.0,3.551,2.1661300000000003,No center,time pressure,6,3,,20.0
1288,3.6867,0.005,0.2,0.02,1.0,1.0,0.3,2.5,15.0,2.06215,No center,time pressure,6,4,,20.0
1289,3.3359,0.013751,0.35268,0.023892,1.0011,0.75425,0.29595,4.9981,7.8467,2.03906,No center,time pressure,6,5,,20.0
1290,10.0,0.01,0.3,0.01,1.2362,1.0,0.3,3.3333,15.0,2.2247500000000002,No center,time pressure,7,1,,5.0
1291,3.5113,0.005857,0.22034,0.020047,1.0039,0.68848,0.9967,3.1577,15.035,2.1204,No center,time pressure,7,2,,5.0
1292,3.55,0.005,0.2,0.02,0.90149,0.65574,0.3,2.5,30.0,2.2921799999999997,No center,time pressure,7,3,,5.0
1293,3.6686,0.005,0.16667,0.02,1.1667,0.70358,0.3,1.6671,15.0,2.2644100000000003,No center,time pressure,7,4,,5.0
1294,7.0,0.0055,0.2,0.01,1.0,0.63717,0.6,3.3333,15.0,2.3188000000000004,No center,time pressure,7,5,,5.0
1295,5.4941,0.0018662,0.36915,0.013624,1.3471,0.45874,1.6093,2.9211,6.1189,2.7677699999999996,No center,time pressure,7,1,,10.0
1296,5.275,0.011049,0.20251,0.020157,1.1099,1.0258,0.6,3.3333,15.0,2.55644,No center,time pressure,7,2,,10.0
1297,4.4152,0.0049307,0.24843,0.02336,1.147,0.83198,0.40921,2.794,16.344,1.8703100000000004,No center,time pressure,7,3,,10.0
1298,5.317,0.001,0.28436,0.021138,1.0425,0.68167,0.33091,3.496,15.014,2.06415,No center,time pressure,7,4,,10.0
